node_number,longitude,latitude,Mar-89,11years,22years,33years,55years,110years,1000years,10000years,100000years,1000000years
609,0.154817,51.432936,13.47345539,3.596065245,10.67906074,12.32147496,14.1511702,16.447047,23.34815085,30.40419944,37.46294272,44.52168601
612,-2.67142,54.29744,19.30252331,5.151843471,15.29917997,17.65215756,20.27344023,23.5625902,33.44934264,43.5580741,53.67066606,63.78325803
615,-3.030982,51.54787,6.274477112,1.674657941,4.973150559,5.738009319,6.590083311,7.659254211,10.87304139,14.15898505,17.44618361,20.73338217
618,-4.899538,50.395883,75.1023953,20.04482931,59.52615852,68.6811405,78.88004579,91.67749395,130.1449408,169.4760652,208.8222102,248.1683551
621,-3.38952,56.04215,11.25164325,3.003063584,8.918052441,10.28962775,11.81760091,13.73488092,19.49797259,25.39045816,31.28519406,37.17992997
624,-4.200711111,57.44839722,7.513669372,2.005398356,5.955334344,6.871250641,7.891606942,9.171936203,13.02043766,16.95534631,20.89175769,24.82816908
627,-4.724680556,56.32387778,0,0,0,0,0,0,0,0,0,0
630,-2.48042,51.57009,12.31975835,3.288143505,9.764640472,11.26641901,12.9394422,15.03872902,21.34890925,27.8007667,34.25508811,40.70940951
633,-2.5097,52.63305833,17.9304415,4.785634837,14.21166793,16.39738875,18.83234271,21.88768994,31.07166208,40.46183429,49.8555926,59.24935091
638,-0.497217,51.542852,15.02786807,4.010937989,11.91108823,13.74298535,15.78376984,18.34451856,26.04179258,33.91188709,41.78498718,49.65808727
641,-4.5041,55.8443,12.24097007,3.267114912,9.702192878,11.19436713,12.85669087,14.94255217,21.21237703,27.62297306,34.03601728,40.44906151
644,-1.457899,53.329656,4.737227049,1.264365899,3.754726159,4.332194136,4.97550957,5.782733059,8.209140753,10.69002656,13.17185981,15.65369306
647,-3.1634,55.8905,3.354675832,0.89536298,2.658916065,3.067851049,3.523416027,4.095052789,5.81331775,7.570161483,9.327676152,11.08519082
650,-0.75792,53.59722,35.29662289,9.42066865,27.9761033,32.27876163,37.07204302,43.08658757,61.16551781,79.65035922,98.14225996,116.6341607
655,-2.358225,53.53814,15.20188849,4.057384039,12.04901682,13.90212703,15.96654348,18.55694528,26.34335257,34.30458157,42.26885095,50.23312034
659,-2.938605556,57.54029722,20.4878758,5.468214051,16.23869036,18.73616242,21.51841595,25.00954999,35.50343997,46.23294053,56.96653866,67.7001368
662,0.73969,51.3691,42.24692764,11.27570499,33.48491485,38.63481533,44.37194811,51.57082458,73.20970091,95.33441692,117.4675823,139.6007477
665,-2.84747,53.47003,6.782806746,1.810331121,5.376052627,6.202876769,7.123981925,8.279772195,11.75392581,15.3060817,18.85959416,22.41310662
668,-4.3099,55.9033,7.026102431,1.875266739,5.568888787,6.425370674,7.379515384,8.576763239,12.1755329,15.85510275,19.53607781,23.21705288
671,-4.3245,56.4754,18.04047449,4.815002642,14.29888008,16.49801392,18.94791036,22.02200721,31.26233825,40.71013474,50.16153933,59.61294392
674,-4.4121,55.9047,9.339098777,2.492605464,7.402169691,8.540605832,9.808855446,11.40023788,16.18372427,21.0746103,25.96736415,30.86011801
677,-4.768913889,55.04847778,54.08172825,14.43441327,42.86517781,49.45774049,56.80203918,66.01756568,93.71822689,122.040828,150.3742454,178.7076629
680,-4.95435,56.714672,7.698211024,2.054652522,6.101602058,7.040013981,8.085431039,9.397206198,13.34022988,17.371783,21.40487575,25.43796851
685,-4.456,55.5796,17.24137432,4.601722807,13.66551329,15.76723682,18.10861545,21.04654564,29.87757756,38.9068853,47.9396413,56.97239732
688,-4.487,55.5931,8.606272755,2.297014199,6.821331786,7.870436435,9.039168275,10.50567715,14.91381006,19.4209151,23.9297414,28.4385677
691,-4.6781,55.664,8.433297976,2.25084723,6.684231976,7.712251,8.857492865,10.29452684,14.61406206,19.03058021,23.44878503,27.86698984
694,0.59879,51.41818,18.40475004,4.912227785,14.58760488,16.83114391,19.33050896,22.46667837,31.89359134,41.53215894,51.17440748,60.81665604
698,-2.380830556,57.21882222,15.59492319,4.162284999,12.36053612,14.26155725,16.37934782,19.03672274,27.02444239,35.19150367,43.36168393,51.53186419
701,-1.59684,53.80583,24.22518365,6.465701516,19.20088056,22.15393045,25.44371039,29.57168168,41.97982074,54.66654942,67.35812314,80.04969686
704,-2.013277,52.431688,18.74947569,5.004235061,14.86083443,17.14639551,19.69257431,22.88748497,32.49096642,42.31006683,52.13291715,61.95576747
707,-1.486459,54.034771,24.02324621,6.411804413,19.04082494,21.96925866,25.23161549,29.32517665,41.62988335,54.21085739,66.79663609,79.38241478
710,-4.2462,57.4236,9.930601354,2.650477502,7.870994633,9.081534938,10.4301106,12.12228507,17.20873909,22.40939502,27.61203707,32.81467912
714,-1.132965,54.565917,33.72547947,9.001330471,26.73081503,30.84195097,35.42187109,41.16869279,58.44288337,76.10491697,93.77369567,111.4424744
717,-4.395,58.0081,1.895125438,0.505808979,1.502076422,1.733092213,1.990450248,2.313379622,3.284062872,4.276540064,5.269396281,6.262252499
720,-0.470513,51.423919,13.6197713,3.635116962,10.79503074,12.45528086,14.3048458,16.62565483,23.60170169,30.73437593,37.86977412,45.00517231
723,-4.2421,50.44432,48.9490738,13.0645078,38.79703589,44.76392799,51.41121221,59.75213439,84.82384999,110.4584799,136.1028997,161.7473195
726,-3.05219,53.02752,32.09528771,8.56623229,25.43872504,29.35114061,33.70968068,39.17871771,55.61792407,72.42622625,89.24094748,106.0556687
729,-2.9972,56.2078,17.6540696,4.711871177,13.99261557,16.14464665,18.5420693,21.55032276,30.59273721,39.83817346,49.08714053,58.3361076
732,-3.5019,55.905,17.13088032,4.572231958,13.57793574,15.66619005,17.9925636,20.91166561,29.68610251,38.65754454,47.63241274,56.60728095
735,-3.8263,55.6713,18.12108544,4.836517704,14.36277232,16.57173263,19.03257603,22.12040899,31.40202895,40.8920414,50.38567806,59.87931473
738,-2.92394,53.418938,12.50139144,3.336621374,9.908602852,11.43252247,13.13021142,15.26044853,21.66366122,28.21063991,34.76011889,41.30959787
742,0.23863,51.46518,17.19471812,4.589270267,13.62853358,15.72456972,18.05961244,20.98959241,29.79672704,38.80160092,47.80991374,56.81822658
745,-1.04115,50.91702,28.38136479,7.574986262,22.49506973,25.9547581,29.80894744,34.645132,49.18206704,64.04538778,78.9143848,93.78338182
748,-2.865,56.6544,24.58519598,6.561788808,19.48622633,22.48316172,25.82183134,30.01114874,42.60368612,55.47895325,68.35913743,81.23932162
751,-3.017,56.481063,3.498325434,0.933703058,2.772772739,3.199218609,3.674291203,4.270405857,6.062248144,7.894321174,9.727093869,11.55986657
755,-2.12055,53.26858,20.836652,5.561302419,16.51513038,19.05511826,21.8847356,25.4353011,36.10783425,47.01998891,57.93631089,68.85263289
758,-2.491,57.6594,18.15074012,4.844432539,14.38627662,16.59885184,19.06372235,22.15660847,31.45341756,40.95896016,50.46813291,59.97730567
761,-3.75412,51.56326,26.55431974,7.087347939,21.04695383,24.2839254,27.89000202,32.41485811,46.01598068,59.92247793,73.83428604,87.74609417
765,-4.7672,55.137372,7.548853795,2.014789078,5.983221518,6.903426796,7.928561142,9.214885829,13.08140874,17.03474348,20.98958798,24.94443249
768,-1.89484,50.84717,21.95630255,5.86013715,17.4025654,20.07903868,23.06070457,26.80205852,38.04807668,49.54659233,61.04949924,72.55240615
771,-4.685316667,55.34214722,18.0455866,4.816367064,14.30293194,16.50268894,18.95327961,22.02824756,31.27119702,40.72167072,50.17575354,59.62983637
775,-2.14943,51.39294,24.38422258,6.508149006,19.32693481,22.29937155,25.61074897,29.7658205,42.2554193,55.02543667,67.80033088,80.5752251
778,-2.917,56.4686,9.675159004,2.582299938,7.668531027,8.84793291,10.1618195,11.8104666,16.76608304,21.83296381,26.90177961,31.97059542
781,-0.20891,51.61765,8.71099488,2.324964534,6.904334542,7.966204818,9.149157923,10.63351145,15.09528303,19.65723105,24.22092127,28.78461149
784,-4.832,57.134,20.10968847,5.367275854,15.93893908,18.39031011,21.1212058,24.54789672,34.84807915,45.37952301,55.9149888,66.4504546
787,-2.00284,51.60704,7.3970812,1.974280972,5.862926559,6.764630757,7.769154385,9.029617022,12.81840201,16.69225344,20.56758428,24.44291512
790,-3.481558333,55.33251944,44.08992427,11.76760079,34.94567398,40.32023575,46.30764746,53.82057056,76.40342977,99.49332311,122.5920344,145.6907458
793,-1.26726,53.75722,18.9205602,5.049897518,14.99643601,17.3028523,19.87226438,23.09632784,32.78743877,42.69613615,52.60861764,62.52109914
797,-3.293,56.1059,14.56470427,3.88731957,11.5439846,13.31942206,15.2973089,17.7791345,25.23917603,32.86671166,40.49716023,48.1276088
800,-3.424525,58.4460195,20.07190763,5.357192146,15.90899399,18.35575953,21.08152458,24.50177764,34.78260873,45.29426675,55.80993916,66.32561158
803,-3.8445,57.574,6.166669584,1.645884112,4.887702312,5.639419334,6.476853064,7.527653562,10.68622172,13.91570658,17.14642478,20.37714298
806,-5.203,56.3348,2.605389238,0.695378388,2.06503151,2.382628458,2.736440317,3.180398643,4.514879011,5.879321355,7.244284778,8.609248201
809,-3.936,55.8213,3.932532456,1.049592913,3.116925225,3.596300931,4.130338839,4.80044237,6.814685494,8.874152741,10.9344065,12.99466025
812,-1.850622,52.507106,7.186894652,1.918182183,5.696332701,6.572415159,7.548395453,8.773042302,12.45416974,16.21794647,19.98316058,23.74837469
815,-4.216877778,55.37797222,28.03331899,7.482092838,22.21920863,25.63647021,29.44339493,34.22027249,48.57893847,63.25998763,77.94664345,92.63329928
819,-1.48769,53.40657,5.516723762,1.472413572,4.372555254,5.04504388,5.794214967,6.734264697,9.559930607,12.44903884,15.33925042,18.229462
823,-4.4742,55.8078,24.67768404,6.58647387,19.55953237,22.56774205,25.91897154,30.1240489,42.76395867,55.6876618,68.61630047,81.54493914
826,-4.491,54.9484,4.755316464,1.269193964,3.76906383,4.348736907,4.994508882,5.804814808,8.240487901,10.73084713,13.22215743,15.71346773
830,-0.059781,51.484971,4.986306595,1.33084523,3.952146607,4.559977381,5.237117817,6.086784461,8.640770698,11.25209946,13.86442549,16.47675152
833,0.329733333,51.42790556,15.59730777,4.162921444,12.36242614,14.26373795,16.38185235,19.03963359,27.02857463,35.19688471,43.36831425,51.5397438
836,-0.410641,51.499547,13.5642575,3.620300328,10.7510305,12.40451349,14.24653966,16.55788913,23.50550183,30.60910348,37.71541799,44.8217325
839,0.44934,50.88088,26.28707982,7.016021604,20.83513946,24.03953449,27.60931993,32.08863834,45.55288062,59.31942432,73.09122544,86.86302657
842,-1.471621,53.348845,4.352871196,1.161781322,3.45008571,3.980700709,4.571820617,5.31354987,7.543090496,9.822689142,12.10315836,14.38362758
845,1.27176,52.57327,81.91230436,21.86239404,64.92369244,74.90880234,86.03249327,99.99034994,141.9458322,184.843306,227.7571623,270.6710186
849,-1.364747222,54.59265,16.1570734,4.31232289,12.80609637,14.77564362,16.96977419,19.7229395,27.99859249,36.46005183,44.92474258,53.38943334
852,-1.48607,50.94158,22.78045691,6.08010395,18.05579015,20.83272784,23.92631389,27.80810375,39.47625378,51.40637906,63.34106044,75.27574183
855,-2.02945,52.54205,7.847865696,2.094595355,6.220218351,7.176873179,8.242613341,9.579889656,13.59956647,17.70949373,21.82099057,25.93248741
858,-1.45761,54.88123,15.30160083,4.083997263,12.12804882,13.99331396,16.07127136,18.67866414,26.51614409,34.52959244,42.54610112,50.56260981
862,-2.02352,52.4989,11.71125141,3.125733002,9.282337869,10.70993942,12.30032736,14.2959246,20.29442757,26.42760994,32.56313455,38.69865917
865,-4.664078,57.515278,23.77899626,6.346614103,18.84723244,21.74589208,24.97507978,29.02702074,41.20662262,53.65968297,66.11749911,78.57531527
868,-1.02412,53.95723,17.94406848,4.789271879,14.22246868,16.40985063,18.84665513,21.9043244,31.09527628,40.49258494,49.89348243,59.29437991
871,-2.327573,53.795169,23.19299289,6.190209804,18.38276617,21.209992,24.35960044,28.31168643,40.19113739,52.33730777,64.48811675,76.63892573
874,-4.4107,55.8391,8.025402652,2.141979968,6.360934142,7.339230725,8.429080405,9.796609018,13.90722026,18.11012362,22.31463208,26.51914053
877,-4.3161,55.8695,12.09563866,3.228325959,9.587003202,11.06146155,12.70404928,14.76514611,20.96053223,27.2950182,33.6319233,39.9688284
880,-1.799480556,57.47379722,12.20136464,3.256544222,9.670801612,11.15814796,12.81509328,14.89420581,21.14374478,27.53359944,33.92589438,40.31818932
883,-1.80598,57.50854,9.49123114,2.533209591,7.522749801,8.679730877,9.968640066,11.58594585,16.44735444,21.41791219,26.39036819,31.36282419
886,0.11938,51.93501,13.74623709,3.668870679,10.89526752,12.57093382,14.43767281,16.78003161,23.82085425,31.01975861,38.22141222,45.42306584
889,-4.98996,51.68226,71.76628158,19.15442055,56.88195478,65.6302645,75.37612554,87.60509993,124.3637893,161.947791,199.5461459,237.1445009
893,-2.2094,52.55625,19.75510611,5.272637822,15.6578971,18.06604454,20.74878795,24.11505803,34.23362338,44.57937245,54.92907255,65.27877265
896,-4.158325,53.18855,36.96151247,9.86502768,29.29569479,33.80130316,38.82067655,45.11891828,64.05060497,83.40734905,102.7714854,122.1356218
900,-2.1384,57.1741,9.594229091,2.560699745,7.604385977,8.773922504,10.07681881,11.71167545,16.62583959,21.65033737,26.67675399,31.70317061
904,-2.757246,53.745285,16.17758392,4.317797147,12.82235301,14.79440049,16.99131639,19.74797669,28.03413517,36.50633587,44.98177208,53.4572083
907,-1.443463,53.400836,3.610634466,0.963678339,2.861788877,3.301925219,3.792249379,4.407501493,6.256868466,8.147757736,10.03936913,11.93098053
910,-3.1225,55.9523,25.4784846,6.800207541,20.1942469,23.30007417,26.76005238,31.10158616,44.15166597,57.49474836,70.84292644,84.19110454
913,-1.13288,53.97442,17.81109068,4.753780104,14.11707048,16.28824243,18.70698854,21.7419984,30.86483904,40.19250724,49.52373765,58.85496807
916,-5.35,56.026,7.593632697,2.026740567,6.018713276,6.944377101,7.975592422,9.269547434,13.1590061,17.13579154,21.11409572,25.09239989
919,-4.2538,55.8731,17.24808241,4.603513196,13.67083012,15.77337136,18.11566096,21.0547342,29.88920201,38.92202277,47.95829315,56.99456353
922,-3.687646,51.536079,21.76045948,5.807866635,17.24734018,19.89994019,22.85501059,26.56299289,37.70870023,49.10465286,60.50495758,71.90526232
925,-2.738653,53.421282,3.587037828,0.957380396,2.843086183,3.280346094,3.767465831,4.378697077,6.215977852,8.094509563,9.973758682,11.8530078
928,-3.226676,51.808369,20.07460414,5.357911846,15.91113124,18.35822549,21.08435673,24.50506928,34.78728152,45.30035171,55.81743682,66.33452194
932,-1.25579,52.86335,21.0808327,5.626474249,16.708668,19.27842151,22.14119859,25.73337248,36.53097499,47.57100708,58.61525533,69.6595036
935,0.59611,51.58756,23.1262125,6.172386117,18.32983603,21.14892133,24.28946099,28.2301676,40.07541365,52.18661114,64.30243387,76.41825661
938,0.042985,51.5886,8.749860746,2.335337833,6.935139627,8.001747652,9.189978742,10.68095501,15.16263369,19.74493576,24.32898781,28.91303986
941,-3.148,56.1453,15.11687417,4.034693715,11.98163446,13.82438143,15.87725294,18.4531683,26.19603124,34.11273825,42.03246862,49.95219901
944,-2.0916,57.1084,8.031489837,2.143604638,6.365758845,7.344797456,8.435473777,9.804039645,13.91776874,18.12385997,22.3315575,26.53925502
948,-2.216111,53.622162,29.22373528,7.799814948,23.16273259,26.72510592,30.69368917,35.67341366,50.64181087,65.94628104,81.25659596,96.56691089
951,-2.723429,53.315031,7.705727072,2.056658556,6.107559277,7.046887407,8.093325144,9.406381037,13.35325444,17.38874371,21.42577413,25.46280454
954,-1.914824,52.756607,5.531085779,1.476246795,4.383938588,5.058177945,5.809299394,6.751796411,9.584818546,12.48144817,15.37918401,18.27691985
957,0.010013,51.758668,14.08171109,3.758408691,11.16116421,12.87772479,14.79002116,17.18954473,24.40219715,31.77678925,39.15419769,46.53160614
960,-4.7938,55.646,14.95132245,3.990507962,11.85041817,13.67298438,15.70337397,18.25107932,25.90914668,33.73915424,41.57215208,49.40514992
963,-0.23807,53.742347,40.39060975,10.78025374,32.01359729,36.93721261,42.42225742,49.30481732,69.99288763,91.14544996,112.3060904,133.4667309
966,-1.238354,54.606092,15.81968406,4.222273675,12.53868158,14.46710107,16.61541416,19.31108833,27.4139305,35.69869904,43.98663152,52.27456401
969,-4.25,55.8,13.35987227,3.56574991,10.58903477,12.2176032,14.03187385,16.30839609,23.15132267,30.14788778,37.14712486,44.14636196
972,-2.670016,51.53703,6.719987216,1.793564588,5.326261867,6.145428309,7.058002573,8.203088395,11.64506585,15.16432315,18.68492446,22.20552576
975,0.9755,51.1052,37.69062832,10.0596287,29.87359201,34.4680796,39.58646693,46.00895,65.31408982,85.05267188,104.7987921,124.5449123
978,-1.47706,53.37526,3.092798508,0.825467922,2.451352098,2.828364236,3.248366274,3.77537914,5.359510535,6.979209115,8.599526254,10.21984339
981,-4.413444,57.943086,11.60827681,3.098249081,9.2007202,10.61576914,12.19217313,14.1702235,20.11598288,26.19523745,32.27681367,38.3583899
984,-2.692423,52.708557,14.30848076,3.818933516,11.34090185,13.08510566,15.02819735,17.46636247,24.79516632,32.2885177,39.78473077,47.28094385
987,-3.1849,55.9653,19.19530117,5.123225884,15.21419571,17.55410292,20.16082482,23.43170414,33.2635374,43.31611663,53.37253492,63.42895321
990,-3.3,55.9257,6.149807119,1.64138352,4.874337122,5.62399861,6.459142417,7.50706955,10.65700076,13.87765474,17.09953869,20.32142265
993,1.618617,52.215035,92.32362184,24.64117467,73.17570267,84.42995217,96.96750002,112.6994452,159.9876043,208.3374851,256.7058306,305.0741761
998,-0.171495,51.527105,21.39968001,5.711574595,16.96138638,19.57000737,22.47608392,26.12258939,37.08350549,48.29051791,59.50181028,70.71310264
1001,-1.494575,53.777704,13.5119533,3.606340336,10.70957419,12.35668129,14.19160455,16.49404139,23.41486387,30.49107382,37.56998615,44.64889849
1004,-2.275361,53.421151,5.335313398,1.423995146,4.228769399,4.879144102,5.603679662,6.512817065,9.245564587,12.03966821,14.8348389,17.6300096
1008,-3.0339,55.9078,40.63845241,10.84640295,32.21003738,37.16386473,42.68256656,49.60735886,70.42237417,91.7047317,112.9952169,134.2857022
1011,-4.8113,55.9355,18.12615984,4.837872061,14.36679429,16.57637317,19.03790568,22.12660331,31.41082238,40.90349229,50.39978743,59.89608257
1014,-1.55633,54.70558,15.25200788,4.070760903,12.08874145,13.94796121,16.01918388,18.61812602,26.43020445,34.41768098,42.40820791,50.39873485
1017,-1.449522,54.973534,24.36030389,6.501765109,19.30797686,22.27749791,25.58562718,29.73662296,42.21397061,54.97146176,67.73382498,80.4961882
1020,-2.988174,53.879073,23.35732383,6.234069729,18.51301486,21.36027264,24.53219721,28.5122852,40.47590646,52.70813695,64.9450389,77.18194087
1024,-2.044787,53.491812,13.44576578,3.588674888,10.65711396,12.29615281,14.1220878,16.41324629,23.30016753,30.34171507,37.38595176,44.43018846
1027,-0.86891,53.07769,16.94645005,4.523007518,13.43175631,15.49752857,17.79885649,20.68653158,29.36650329,38.24135918,47.11960436,55.99784955
1031,-1.743554,54.977571,28.0138098,7.476885838,22.20374565,25.61862907,29.42290444,34.19645763,48.54513101,63.21596321,77.89239817,92.56883314
1035,-4.0802,55.7526,12.30406185,3.283954109,9.752199425,11.25206457,12.92295617,15.01956831,21.32170879,27.76534598,34.21144399,40.657542
1038,-3.9146,56.1157,8.631294797,2.303692582,6.841164256,7.893319092,9.065448926,10.53622156,14.95717075,19.47737984,23.99931519,28.52125053
1041,-4.5761,55.9469,9.987685133,2.665713162,7.916239237,9.133738055,10.4900657,12.19196724,17.30765957,22.53821027,27.77075852,33.00330676
1044,-1.04854,52.96017,11.03508416,2.945263961,8.746407702,10.09158446,11.59014889,13.47052723,19.12269733,24.90177091,30.6830515,36.46433209
1047,-4.047,58.0365,9.077813157,2.422868332,7.195074709,8.301660133,9.53442716,11.08128652,15.73094242,20.48499317,25.24085949,29.9967258
1050,-2.07,57.5862,9.186622743,2.45190961,7.281317187,8.401166499,9.648709868,11.21411038,15.91949855,20.73053288,25.54340454,30.3562762
1053,-3.990747222,58.55691667,21.77398473,5.811476526,17.2580603,19.91230904,22.86921617,26.57950317,37.73213814,49.13517395,60.54256456,71.94995517
1055,-1.601998,53.487953,3.641567441,0.97193435,2.886306354,3.330213425,3.824738283,4.445261375,6.310472218,8.217561087,10.12537827,12.03319545
1058,-0.502818,51.936685,12.69279318,3.3877065,10.06030787,11.60755936,13.33124068,15.49409264,21.9953413,28.64255709,35.29231144,41.94206579
1062,-3.959595,51.68314,59.12429383,15.78027402,46.86191529,54.06916671,62.09824581,72.17302548,102.4564888,133.4198815,164.395099,195.3703166
1065,-2.788,57.1515,6.247318776,1.667409381,4.951624862,5.713173021,6.56155891,7.62610203,10.82597871,14.09769955,17.37066986,20.64364017
1068,-3.15327,51.01688,5.225563331,1.394702853,4.141781497,4.778777667,5.488409167,6.378845159,9.055378697,11.79200621,14.52967884,17.26735148
1071,-5.214,56.430053,22.54081678,6.016144,17.86585138,20.61357695,23.67461987,27.51557505,39.0609814,50.86560716,62.67474107,74.483875
1074,-2.977713889,56.52038333,6.102289087,1.628700957,4.83667433,5.58054337,6.409234228,7.449064289,10.57465676,13.77042555,16.96741481,20.16440406
1077,-3.2413,55.9615,10.52243802,2.808438708,8.340084376,9.622769571,11.05171665,12.84474009,18.23433285,23.74493364,29.25763892,34.77034421
1080,-1.386021,53.412016,1.192082392,0.31816679,0.944844504,1.090159347,1.252044136,1.455174976,2.065759577,2.690053125,3.314585091,3.939117056
1084,-1.087646,53.578981,16.23537101,4.333220524,12.86815507,14.84724679,17.05201018,19.8185174,28.13427443,36.63673823,45.14244911,53.64815999
1087,-3.5094,58.5722,24.34197205,6.49687234,19.29344704,22.26073344,25.56637324,29.71424528,42.18220336,54.93009412,67.68285328,80.43561245
1090,-1.267979,53.40506,5.094583477,1.35974433,4.037966864,4.65899659,5.350841026,6.218958051,8.828403707,11.49643707,14.16548936,16.83454164
1094,0.390143,51.459088,20.80819221,5.553706501,16.49257315,19.02909178,21.85484428,25.40056023,36.05851628,46.95576654,57.85717845,68.75859035
1097,-1.394641,53.401268,2.894994466,0.772674023,2.294572614,2.647472439,3.040612687,3.533919745,5.01673591,6.532844512,8.049532113,9.566219715
1100,-1.116915,54.606738,18.39124938,4.90862446,14.57690426,16.81879756,19.31632922,22.45019812,31.87019605,41.50169335,51.1368689,60.77204446
1102,-4.026,54.8545,56.19599979,14.99871235,44.54094944,51.39124181,59.02265858,68.59845695,97.38204804,126.8118931,156.2529774,185.6940618
1105,-2.419814,55.95103,72.49525743,19.34898421,57.45974104,66.29691292,76.14176888,88.49496075,125.6270316,163.5927979,201.5730633,239.5533287
1108,-0.048113,51.603722,12.98321333,3.465219638,10.29049489,11.87314859,13.63626896,15.84860851,22.49861038,29.2979192,36.09982467,42.90173014
1112,-3.94724,52.92703,93.74544597,25.02065953,74.30264047,85.73021034,98.4608419,114.4350659,162.4514833,211.5459734,260.6592125,309.7724517
1115,-3.13041,51.482,6.425682662,1.715014703,5.092996078,5.876286795,6.748894501,7.843830827,11.13506549,14.5001955,17.86661064,21.23302579
1118,-4.011797222,56.707625,22.1021566,5.899065596,17.51816932,20.21242221,23.21389507,26.98010256,38.30082717,49.87572658,61.45504642,73.03436627
1122,-1.499451,55.023723,43.75255248,11.67755626,34.6782731,40.01170924,45.95330587,53.40874082,75.81879819,98.73200993,121.6539722,144.5759344
1126,-3.299965,51.574199,14.08505219,3.75930043,11.16381237,12.88078023,14.79353032,17.19362321,24.40798694,31.78432878,39.16348762,46.54264647
1130,-2.977617,51.547216,6.50410601,1.735945894,5.155154424,5.948004946,6.831262542,7.939562207,11.2709653,14.67716562,18.08466676,21.4921679
1133,-2.253635,51.879253,18.56467109,4.954910715,14.71435831,16.97739171,19.49847405,22.661894,32.17071854,41.89303679,51.61906798,61.34509917
1136,0.19887,52.726053,34.23546504,9.137445619,27.13502959,31.30833278,35.95750893,41.79123217,59.32663736,77.2557504,95.19171054,113.1276707
1139,-0.01104,51.714526,13.21621922,3.527408909,10.47517535,12.08623247,13.88099504,16.1330388,22.90238628,29.82372028,36.74769753,43.67167479
1142,0.300665,51.552813,16.45845709,4.392762199,13.04497309,15.05125901,17.28631749,20.09083858,28.5208603,37.14015428,45.76273995,54.38532563
1145,-2.819849,53.562699,6.17030872,1.646855398,4.890586692,5.642747325,6.480675249,7.532095855,10.69252798,13.92391866,17.1565434,20.38916814
1148,-0.404187,51.642877,8.776761864,2.342517742,6.956461453,8.026348725,9.218232986,10.71379321,15.20925063,19.80564082,24.40378636,29.00193191
1151,-1.47081,54.94071,30.68874837,8.19082694,24.32390196,28.06486038,32.23239241,37.46175514,53.18053205,69.25222957,85.33006485,101.4079001
1154,-0.807366,53.360669,22.83211365,6.093891134,18.09673328,20.87996793,23.98056897,27.87116113,39.56576974,51.52294766,63.48469201,75.44643636
1157,-2.454213889,55.94132778,39.9864401,10.67238086,31.69325243,36.56759948,41.99775804,48.81144744,69.29250206,90.23340075,111.1822967,132.1311927
1161,-3.2959,56.1628,16.12801263,4.304566572,12.78306281,14.74906755,16.93925167,19.68746502,27.94823309,36.3944733,44.84393912,53.29340495
1164,-4.2641,55.8626,16.39307782,4.37531247,12.99315348,14.99146967,17.21764963,20.0110301,28.40756455,36.99261941,45.58095288,54.16928636
1167,0.001931,51.519771,20.75222835,5.538769748,16.44821619,18.97791283,21.79606544,25.33224516,35.96153652,46.82947851,57.70157095,68.57366339
1170,-2.167708,53.528941,4.581246016,1.222734562,3.631095592,4.189549482,4.811682691,5.592327012,7.938841221,10.33803976,12.73815455,15.13826934
1173,-3.1994,55.9302,8.322117044,2.221173039,6.596109969,7.610576037,8.740719531,10.15880828,14.42139663,18.77968932,23.13964644,27.49960357
1177,-2.908636,51.565226,8.794309965,2.34720133,6.970370079,8.042396463,9.236663757,10.73521418,15.23965974,19.84523987,24.45257886,29.05991786
1180,-4.840927778,56.08963889,8.164555922,2.179119976,6.471227024,7.466486391,8.575233085,9.966473415,14.14835896,18.42413689,22.70154774,26.9789586
1183,-1.413918,53.416024,1.488200532,0.397200722,1.179547742,1.360959386,1.563057019,1.816646389,2.578902702,3.358273321,4.137941579,4.917609839
1186,-2.060301,52.577165,2.231086193,0.595476905,1.768358917,2.040328323,2.343309828,2.723486916,3.866249264,5.034669103,6.20353516,7.372401217
1190,-1.55444,52.85496,17.91977732,4.782788568,14.20321551,16.38763636,18.82114212,21.87467218,31.05318212,40.43776951,49.82594085,59.2141122
1193,-1.131318,54.575945,0,0,0,0,0,0,0,0,0,0
1196,-0.18864,51.430956,9.614365365,2.566074116,7.620345988,8.792337126,10.09796794,11.7362558,16.66073374,21.69577688,26.7327429,31.76970892
1199,-2.0971,57.1538,7.603142902,2.029278841,6.026251064,6.953074184,7.985580991,9.281156542,13.17548634,17.15725227,21.14053884,25.12382541
1203,-0.257138,51.534577,5.634612337,1.503878033,4.465993738,5.152852982,5.918033337,6.87817128,9.764219718,12.7150662,15.6670396,18.61901301
1208,-3.9281,55.7638,12.72551011,3.396438648,10.08623931,11.63747899,13.36560327,15.53403019,22.05203646,28.71638611,35.38328085,42.05017561
1212,-4.3753,55.9284,9.748634605,2.601910576,7.726767788,8.915126346,10.23899093,11.90015826,16.89340891,21.99876885,27.10607852,32.2133882
1215,-4.254,55.6998,22.07268996,5.89120095,17.49481406,20.18547497,23.18294626,26.94413263,38.24976443,49.80923216,61.37311443,72.93699671
1218,-4.023,55.832,13.21031429,3.525832883,10.4704951,12.08083242,13.8747931,16.12583065,22.89215363,29.81039522,36.73127888,43.65216254
1221,-0.257138,51.534577,0,0,0,0,0,0,0,0,0,0
1224,-1.376874,53.501857,7.519446117,2.006940169,5.959912992,6.876533474,7.897674257,9.178987876,13.03044818,16.96838211,20.90781993,24.84725775
