,0
0,0.7988010902777254
1,0.10014936904100273
2,0.2213834246361564
3,0.06574153531848026
4,0.011851661154457606
5,0.004260532781330263
6,0.010785518889406962
7,1.5681321840592715
8,0.047459175539711934
9,0.0383279430577422
10,0.18791488395966105
11,0.07374201493081606
12,0.5316654805050972
13,0.017374300466909347
14,0.2373670155821245
15,0.4378583356850052
16,0.27673330843655874
17,0.07656859640864279
18,0.13302303389156458
19,0.0
20,0.17770779451275942
21,0.0
22,0.0
23,0.21145252954739546
24,0.0
25,0.02404041192492394
26,0.02802154050122107
27,2.1775000712132035
28,0.3518054240751935
29,0.03273534980794279
30,0.16421289111120213
31,0.4080215935395678
32,0.3690494317353631
33,0.4315038492705574
34,1.4976967886960884
35,0.37154392304512784
36,0.0
37,0.16210175226562873
38,0.42578802780563496
39,7.685585206515734
40,0.0
41,0.1648019973221613
42,0.34534332759946723
43,0.29299485369796396
44,0.22429498321192815
45,0.0
46,0.4089952647628516
47,0.36872013413167987
48,0.0341679528774069
49,0.3993036912415496
50,0.0
51,0.22380883155841774
52,0.014506268894298112
53,1.697762592099762
54,0.012147078164146397
55,0.0345979548557622
56,0.01020022483521021
57,0.08295771014927654
58,0.01194527505052895
59,0.07854037665607176
60,0.16018812897202583
61,0.015034574469979991
62,0.10928822452459341
63,0.495371434765098
64,0.02852697889190471
65,0.17442451966083267
66,0.0
67,0.3134248581490154
68,0.06698710051949645
69,0.029727048774156696
70,0.9907802565410588
71,0.2675523346160833
72,0.0
73,0.06398378775603111
74,0.1429782286964799
75,0.0
76,0.21176744051940993
77,0.03415822455587863
78,0.02385843737924807
79,0.05223647661536369
80,0.019006728478235268
81,0.03753678607792318
82,0.13645180587003639
83,0.6667686500079402
84,0.15055251089056854
85,0.08869146791771812
86,0.35432791094272925
87,0.0708864102341266
88,0.03739467914093142
89,0.04133142732101593
90,0.1482749965028499
91,0.08486045787268245
92,2.466458774734285
93,2.0770684351838087
94,0.04245627487575166
95,0.05295450901990678
96,2.743216598397261
97,0.0
98,0.024530170949916795
99,0.4832759005808541
100,0.33244329693042424
101,0.391918079068525
102,0.027120762572298847
103,0.5041944327188201
104,0.12781060611608466
105,0.012480338028530156
106,0.0
107,0.01669224498090297
108,2.356030849699157
109,0.00281233026639601
110,0.2284048595250901
111,0.0
112,1.5567283543387518
113,0.0
114,0.008844011493497284
115,0.3096078699129629
116,0.2829774164420795
117,0.031084612755859282
118,0.0
119,0.0650099263360753
120,0.18097429621869746
121,0.0
122,0.03714555474306092
123,0.352969487472808
124,0.0
125,0.06318447188262198
126,0.22230386390150422
127,0.0
128,0.03165815855893633
129,0.07512523061967381
130,0.05662426079157784
131,1.2778988908478104
132,0.0
133,0.17861849712286298
134,0.32081301590719064
135,0.2041949163631954
136,0.023458469499383947
137,0.08613823092858214
138,0.07090817532030995
139,0.03294174462385919
140,0.5676139653856036
141,0.6206168852576659
142,0.3132315473837815
143,0.04115233864391072
144,1.0256672422727342
145,0.23762109604951545
146,0.02607869754462157
147,0.08640150156775814
148,0.0703389143152666
149,0.030276901269910284
150,0.07398703218976883
151,0.01399348121965121
152,1.509433647759733
153,0.0
154,0.1469613394108113
155,0.044420103806512574
156,0.086378691189725
157,0.20038977836874888
158,0.03280136938561424
159,0.07536421783363598
160,0.2783390739515511
161,0.07229763675201216
162,0.08755885044690329
163,0.0
164,0.2835135317680789
165,0.06711114004254948
166,0.15062644922468743
167,0.06073190095175148
168,0.1389581877636247
169,0.664445130508867
170,0.014064911107415087
171,0.3887789740668376
172,0.07460783445075317
173,0.41121498765997483
174,0.14408768987745674
175,0.0
176,0.0
177,0.47195435528497137
178,0.38889019645826023
179,0.0
180,0.06984533696266448
181,0.23448553802259536
182,0.0
183,0.3393570174217417
184,0.0
185,0.02214554547414002
186,0.052153119566176326
187,0.01389703674643835
188,0.07638133596506023
189,0.2481106527219334
190,0.07986722450914034
191,0.15473940384997698
192,0.23010331565190278
193,0.0
194,0.09063398253904223
195,0.020380542155420817
196,0.03975776453141162
197,0.2205023932920673
198,0.07061964324337018
199,0.027306702156351108
200,0.01818015416695772
201,0.018141181004742518
202,0.6483288821006855
203,0.028703265973861684
204,1.314549069424215
205,0.06767305925724795
206,0.10515404080071708
207,0.047416848134317624
208,0.08120541784103942
209,0.020904088782368525
210,0.40677215917336046
211,0.1317378816290441
212,0.0169914250826679
213,1.0192841986059726
214,0.0
215,0.09993182076949478
216,0.5973964975189919
217,0.07450689223180137
218,0.0
219,4.3794392832945236e-21
220,0.024111354235054422
221,0.2089723045823308
222,1.7815892322850009
223,0.09554356838776698
224,0.0
225,0.15045037358563967
226,0.018698283539008462
227,1.0142259418378334
228,0.0
229,0.06573121922816898
230,0.22750268593461906
231,0.04108215331753492
232,0.4836259168152896
233,0.2889066500055237
234,0.6206209013935184
235,0.1789012169633672
236,0.2229487597186641
237,0.8263457883254253
238,0.10384091146747934
239,0.19143305374814368
240,0.04058568501833679
241,4.524900811194828
242,0.003029286271164105
243,0.053654471890076876
244,0.007159958378903321
245,0.0
246,0.1769070105516875
247,0.12766539352113696
248,0.18239027189442625
249,0.0
250,0.1566600797350056
251,0.012011984850729053
252,0.005824277004041511
253,0.5774433278635718
254,0.22031328005266793
255,0.0
256,0.4157682156849876
257,0.0
258,0.7506807337107106
259,0.011269422151845215
260,0.030317762408976837
261,0.013818237920624326
262,0.04249660947624824
263,0.047151528141831676
264,1.3630554084741249
265,0.04819558289973218
266,0.21433995452154375
267,0.0
268,0.06542103702962063
269,0.03514487480959197
270,0.17176720484936897
271,0.09332964504677135
272,0.0
273,0.008094610037419596
274,0.2791726893475312
275,0.15532526968080135
276,0.384495913088002
277,0.0037578632220141867
278,0.24064250357421202
279,1.1399813967529695
280,0.0
281,0.0038321507832559856
282,0.14614371829830164
283,2.0522538139676185
284,0.44710906232163133
285,2.010231695275076
286,0.2829984199971214
