number,num_trans,lat,lon
893,2.0,53.75722,-1.26726
894,,56.1059,-3.293
895,,56.1059,-3.293
896,1.0,56.1059,-3.293
897,,56.1059,-3.293
898,,56.1059,-3.293
899,,56.1059,-3.293
900,2.0,56.1059,-3.293
901,,57.628655555555554,-4.797369444444445
902,,57.628655555555554,-4.797369444444445
903,1.0,57.628655555555554,-4.797369444444445
904,,58.4460195,-3.424525
905,,58.4460195,-3.424525
906,3.0,58.4460195,-3.424525
907,,57.574,-3.8445
908,,57.574,-3.8445
909,1.0,57.574,-3.8445
910,,56.3348,-5.203
911,,56.3348,-5.203
912,1.0,56.3348,-5.203
913,,55.8213,-3.936
914,,55.8213,-3.936
915,1.0,55.8213,-3.936
916,,52.507106,-1.850622
917,,52.507106,-1.850622
918,2.0,52.507106,-1.850622
919,,55.377972222222226,-4.2168777777777775
920,,55.377972222222226,-4.2168777777777775
921,3.0,55.377972222222226,-4.2168777777777775
922,,53.40657,-1.48769
923,,53.40657,-1.48769
924,,53.40657,-1.48769
925,2.0,53.40657,-1.48769
926,,55.8078,-4.4742
927,,55.8078,-4.4742
928,,55.8078,-4.4742
929,3.0,55.8078,-4.4742
930,,54.9484,-4.491
931,,54.9484,-4.491
932,1.0,54.9484,-4.491
933,,51.484971,-0.059781
934,,51.484971,-0.059781
935,,51.484971,-0.059781
936,4.0,51.484971,-0.059781
937,,51.427905555555554,0.3297333333333333
938,,51.427905555555554,0.3297333333333333
939,2.0,51.427905555555554,0.3297333333333333
940,,51.499547,-0.410641
941,,51.499547,-0.410641
942,2.0,51.499547,-0.410641
943,,50.88088,0.44934
944,,50.88088,0.44934
945,2.0,50.88088,0.44934
946,,53.348845,-1.471621
947,,53.348845,-1.471621
948,1.0,53.348845,-1.471621
949,,52.57327,1.27176
950,,52.57327,1.27176
951,3.0,52.57327,1.27176
952,,54.59265,-1.36474722222222
953,,54.59265,-1.36474722222222
954,,54.59265,-1.36474722222222
955,3.0,54.59265,-1.36474722222222
956,,50.94158,-1.48607
957,,50.94158,-1.48607
958,2.0,50.94158,-1.48607
959,,52.54205,-2.02945
960,,52.54205,-2.02945
961,3.0,52.54205,-2.02945
962,,54.88123,-1.45761
963,,54.88123,-1.45761
964,1.0,54.88123,-1.45761
965,,52.4989,-2.02352
966,,52.4989,-2.02352
967,,52.4989,-2.02352
968,2.0,52.4989,-2.02352
969,,57.515278,-4.664078
970,,57.515278,-4.664078
971,,57.515278,-4.664078
972,1.0,57.515278,-4.664078
973,,53.95723,-1.02412
974,,53.95723,-1.02412
975,2.0,53.95723,-1.02412
976,,53.795169,-2.327573
977,,53.795169,-2.327573
978,1.0,53.795169,-2.327573
979,,55.8391,-4.4107
980,,55.8391,-4.4107
981,1.0,55.8391,-4.4107
982,,55.8695,-4.3161
983,,55.8695,-4.3161
984,1.0,55.8695,-4.3161
985,,57.473797222222224,-1.79948055555556
986,,57.473797222222224,-1.79948055555556
987,,57.473797222222224,-1.79948055555556
988,2.0,57.473797222222224,-1.79948055555556
989,,57.50854,-1.80598
990,,57.50854,-1.80598
991,1.0,57.50854,-1.80598
992,,51.93501,0.11938
993,,51.93501,0.11938
994,1.0,51.93501,0.11938
995,,51.68226,-4.98996
996,,51.68226,-4.98996
997,1.0,51.68226,-4.98996
998,,52.55625,-2.2094
999,,52.55625,-2.2094
1000,,52.55625,-2.2094
1001,3.0,52.55625,-2.2094
1002,,53.18855,-4.158325
1003,,53.18855,-4.158325
1004,1.0,53.18855,-4.158325
1005,,57.1741,-2.1384
1006,,57.1741,-2.1384
1007,,57.1741,-2.1384
1008,2.0,57.1741,-2.1384
1009,,53.745285,-2.757246
1010,,53.745285,-2.757246
1011,,53.745285,-2.757246
1012,7.0,53.745285,-2.757246
1013,,53.400836,-1.443463
1014,,53.400836,-1.443463
1015,2.0,53.400836,-1.443463
1016,,55.9523,-3.1225
1017,,55.9523,-3.1225
1018,1.0,55.9523,-3.1225
1019,,53.97442,-1.13288
1020,,53.97442,-1.13288
1021,1.0,53.97442,-1.13288
1022,,56.026,-5.35
1023,,56.026,-5.35
1024,1.0,56.026,-5.35
1025,,55.8731,-4.2538
1026,,55.8731,-4.2538
1027,1.0,55.8731,-4.2538
1028,,51.536079,-3.687646
1029,,51.536079,-3.687646
1030,1.0,51.536079,-3.687646
1031,,57.0616,-5.1196
1032,,57.0616,-5.1196
1033,1.0,57.0616,-5.1196
1034,,53.421282,-2.738653
1035,,53.421282,-2.738653
1036,2.0,53.421282,-2.738653
1037,,56.69321111111111,-4.401205555555556
1038,,56.69321111111111,-4.401205555555556
1039,1.0,56.69321111111111,-4.401205555555556
1040,,51.808369,-3.226676
1041,,51.808369,-3.226676
1042,1.0,51.808369,-3.226676
1043,,52.86335,-1.25579
1044,,52.86335,-1.25579
1045,,52.86335,-1.25579
1046,3.0,52.86335,-1.25579
1047,,51.58756,0.59611
1048,,51.58756,0.59611
1049,2.0,51.58756,0.59611
1050,,51.5886,0.042985
1051,,51.5886,0.042985
1052,2.0,51.5886,0.042985
1053,,56.1453,-3.148
1054,,56.1453,-3.148
1055,1.0,56.1453,-3.148
1056,,57.1084,-2.0916
1057,,57.1084,-2.0916
1058,1.0,57.1084,-2.0916
1059,,51.3094,1.3462
1060,,51.3094,1.3462
1061,1.0,51.3094,1.3462
1062,,53.622162,-2.216111
1063,,53.622162,-2.216111
1064,,53.622162,-2.216111
1065,3.0,53.622162,-2.216111
1066,,53.315031,-2.723429
1067,,53.315031,-2.723429
1068,1.0,53.315031,-2.723429
1069,,57.4086,-2.5165
1070,,57.4086,-2.5165
1071,1.0,57.4086,-2.5165
1072,,52.756607,-1.914824
1073,,52.756607,-1.914824
1074,1.0,52.756607,-1.914824
1075,,51.758668,0.010013
1076,,51.758668,0.010013
1077,2.0,51.758668,0.010013
1078,,55.646,-4.7938
1079,,55.646,-4.7938
1080,2.0,55.646,-4.7938
1081,,53.742347,-0.23807
1082,,53.742347,-0.23807
1083,1.0,53.742347,-0.23807
1084,,54.606092,-1.238354
1085,,54.606092,-1.238354
1086,1.0,54.606092,-1.238354
1087,,55.8,-4.25
1088,,55.8,-4.25
1089,1.0,55.8,-4.25
1090,,51.53703,-2.670016
1091,,51.53703,-2.670016
1092,2.0,51.53703,-2.670016
1093,,51.1052,0.9755
1094,,51.1052,0.9755
1095,2.0,51.1052,0.9755
1096,,57.574077,-1.8487
1097,,57.574077,-1.8487
1098,1.0,57.574077,-1.8487
1099,,57.58328,-1.8494
1100,,57.58328,-1.8494
1101,1.0,57.58328,-1.8494
1102,,56.3941,-4.1192
1103,,56.3941,-4.1192
1104,1.0,56.3941,-4.1192
1105,,53.37526,-1.47706
1106,,53.37526,-1.47706
1107,1.0,53.37526,-1.47706
1108,,57.943086,-4.413444
1109,,57.943086,-4.413444
1110,,57.943086,-4.413444
1111,2.0,57.943086,-4.413444
1112,,52.708557,-2.692423
1113,,52.708557,-2.692423
1114,1.0,52.708557,-2.692423
1115,,55.9653,-3.1849
1116,,55.9653,-3.1849
1117,1.0,55.9653,-3.1849
1118,,55.9257,-3.3
1119,,55.9257,-3.3
1120,1.0,55.9257,-3.3
1121,,52.215035,1.618617
1122,,52.215035,1.618617
1123,2.0,52.215035,1.618617
1124,,51.527105,-0.171495
1125,,51.527105,-0.171495
1126,,51.527105,-0.171495
1127,,51.527105,-0.171495
1128,6.0,51.527105,-0.171495
1129,,53.777704,-1.494575
1130,,53.777704,-1.494575
1131,2.0,53.777704,-1.494575
1132,,56.2464,-4.704
1133,,56.2464,-4.704
1134,2.0,56.2464,-4.704
1135,,53.421151,-2.275361
1136,,53.421151,-2.275361
1137,2.0,53.421151,-2.275361
1138,,55.9078,-3.0339
1139,,55.9078,-3.0339
1140,,55.9078,-3.0339
1141,1.0,55.9078,-3.0339
1142,,55.9355,-4.8113
1143,,55.9355,-4.8113
1144,1.0,55.9355,-4.8113
1145,,54.70558,-1.55633
1146,,54.70558,-1.55633
1147,2.0,54.70558,-1.55633
1148,,58.479367,-3.451578
1149,,58.479367,-3.451578
1150,2.0,58.479367,-3.451578
1151,,54.973534,-1.449522
1152,,54.973534,-1.449522
1153,1.0,54.973534,-1.449522
1154,,53.879073,-2.988174
1155,,53.879073,-2.988174
1156,1.0,53.879073,-2.988174
1157,,53.491812,-2.044787
1158,,53.491812,-2.044787
1159,,53.491812,-2.044787
1160,3.0,53.491812,-2.044787
1161,,53.07769,-0.86891
1162,,53.07769,-0.86891
1163,2.0,53.07769,-0.86891
1164,,54.978229,-1.724607
1165,,54.978229,-1.724607
1166,,54.978229,-1.724607
1167,4.0,54.978229,-1.724607
1168,,55.7526,-4.0802
1169,,55.7526,-4.0802
1170,,55.7526,-4.0802
1171,2.0,55.7526,-4.0802
1172,,56.1157,-3.9146
1173,,56.1157,-3.9146
1174,1.0,56.1157,-3.9146
1175,,55.9469,-4.5761
1176,,55.9469,-4.5761
1177,1.0,55.9469,-4.5761
1178,,52.96017,-1.04854
1179,,52.96017,-1.04854
1180,1.0,52.96017,-1.04854
1181,,58.0365,-4.047
1182,,58.0365,-4.047
1183,1.0,58.0365,-4.047
1184,,57.5862,-2.07
1185,,57.5862,-2.07
1186,1.0,57.5862,-2.07
1187,,57.095045,-4.63463611111111
1188,,57.095045,-4.63463611111111
1189,2.0,57.095045,-4.63463611111111
1190,,58.556916666666666,-3.9907472222222222
1191,,58.556916666666666,-3.9907472222222222
1192,1.0,58.556916666666666,-3.9907472222222222
1193,,53.487953,-1.601998
1194,1.0,53.487953,-1.601998
1195,,51.936685,-0.502818
1196,,51.936685,-0.502818
1197,,51.936685,-0.502818
1198,3.0,51.936685,-0.502818
1199,,51.68314,-3.959595
1200,,51.68314,-3.959595
1201,,51.68314,-3.959595
1202,4.0,51.68314,-3.959595
1203,,57.1515,-2.788
1204,,57.1515,-2.788
1205,1.0,57.1515,-2.788
1206,,51.01688,-3.15327
1207,,51.01688,-3.15327
1208,1.0,51.01688,-3.15327
1209,,56.430053,-5.214
1210,,56.430053,-5.214
1211,1.0,56.430053,-5.214
1212,,56.520383333333335,-2.977713888888889
1213,,56.520383333333335,-2.977713888888889
1214,2.0,56.520383333333335,-2.977713888888889
1215,,55.9615,-3.2413
1216,,55.9615,-3.2413
1217,1.0,55.9615,-3.2413
1218,,53.412016,-1.386021
1219,,53.412016,-1.386021
1220,1.0,53.412016,-1.386021
1221,,53.578981,-1.087646
1222,,53.578981,-1.087646
1223,,53.578981,-1.087646
1224,3.0,53.578981,-1.087646
1225,,53.40506,-1.267979
1226,,53.40506,-1.267979
1227,2.0,53.40506,-1.267979
1228,,58.5739028,-3.511878
1229,,58.5739028,-3.511878
1230,,58.5739028,-3.511878
1231,2.0,58.5739028,-3.511878
1232,,51.459088,0.390143
1233,,51.459088,0.390143
1234,,51.459088,0.390143
1235,3.0,51.459088,0.390143
1236,,53.401268,-1.394641
1237,,53.401268,-1.394641
1238,2.0,53.401268,-1.394641
1239,,54.606738,-1.116915
1240,,54.606738,-1.116915
1241,1.0,54.606738,-1.116915
1242,,57.3011,-4.0668
1243,,57.3011,-4.0668
1244,1.0,57.3011,-4.0668
1245,,54.8545,-4.026
1246,,54.8545,-4.026
1247,,54.8545,-4.026
1248,4.0,54.8545,-4.026
1249,,55.95103,-2.419814
1250,,55.95103,-2.419814
1251,1.0,55.95103,-2.419814
1252,,51.603722,-0.048113
1253,,51.603722,-0.048113
1254,2.0,51.603722,-0.048113
1255,,52.92703,-3.94724
1256,,52.92703,-3.94724
1257,,52.92703,-3.94724
1258,2.0,52.92703,-3.94724
1259,,51.482,-3.13041
1260,,51.482,-3.13041
1261,1.0,51.482,-3.13041
1262,,56.70692777777778,-4.028594444444445
1263,,56.70692777777778,-4.028594444444445
1264,1.0,56.70692777777778,-4.028594444444445
1265,,56.707625,-4.0117972222222225
1266,,56.707625,-4.0117972222222225
1267,1.0,56.707625,-4.0117972222222225
1268,,55.023723,-1.499451
1269,,55.023723,-1.499451
1270,,55.023723,-1.499451
1271,2.0,55.023723,-1.499451
1272,,51.574199,-3.299965
1273,,51.574199,-3.299965
1274,,51.574199,-3.299965
1275,2.0,51.574199,-3.299965
1276,,51.547216,-2.977617
1277,,51.547216,-2.977617
1278,,51.547216,-2.977617
1279,3.0,51.547216,-2.977617
1280,,51.879253,-2.253635
1281,,51.879253,-2.253635
1282,2.0,51.879253,-2.253635
1283,,52.726053,0.19887
1284,,52.726053,0.19887
1285,3.0,52.726053,0.19887
1286,,51.714526,-0.01104
1287,,51.714526,-0.01104
1288,2.0,51.714526,-0.01104
1289,,51.552813,0.300665
1290,,51.552813,0.300665
1291,2.0,51.552813,0.300665
1292,,53.562699,-2.819849
1293,,53.562699,-2.819849
1294,1.0,53.562699,-2.819849
1295,,51.642877,-0.404187
1296,,51.642877,-0.404187
1297,3.0,51.642877,-0.404187
1298,,54.94071,-1.47081
1299,,54.94071,-1.47081
1300,2.0,54.94071,-1.47081
1301,,53.360669,-0.807366
1302,,53.360669,-0.807366
1303,1.0,53.360669,-0.807366
1304,,55.9172,-2.4901
1305,,55.9172,-2.4901
1306,1.0,55.9172,-2.4901
1307,,56.1628,-3.2959
1308,,56.1628,-3.2959
1309,,56.1628,-3.2959
1310,2.0,56.1628,-3.2959
1311,,55.8626,-4.2641
1312,,55.8626,-4.2641
1313,1.0,55.8626,-4.2641
1314,,51.519771,0.001931
1315,,51.519771,0.001931
1316,4.0,51.519771,0.001931
1317,,53.528941,-2.167708
1318,,53.528941,-2.167708
1319,2.0,53.528941,-2.167708
1320,,55.9302,-3.1994
1321,,55.9302,-3.1994
1322,1.0,55.9302,-3.1994
1323,,51.565226,-2.908636
1324,,51.565226,-2.908636
1325,,51.565226,-2.908636
1326,5.0,51.565226,-2.908636
1327,,56.08963888888889,-4.840927777777777
1328,,56.08963888888889,-4.840927777777777
1329,1.0,56.08963888888889,-4.840927777777777
1330,,53.416024,-1.413918
1331,,53.416024,-1.413918
1332,1.0,53.416024,-1.413918
1333,,52.577165,-2.060301
1334,,52.577165,-2.060301
1335,1.0,52.577165,-2.060301
1336,,52.85496,-1.55444
1337,,52.85496,-1.55444
1338,,52.85496,-1.55444
1339,2.0,52.85496,-1.55444
1340,,54.575945,-1.131318
1341,,54.575945,-1.131318
1342,2.0,54.575945,-1.131318
1343,,51.430956,-0.18864
1344,,51.430956,-0.18864
1345,,51.430956,-0.18864
1346,5.0,51.430956,-0.18864
1347,,57.1538,-2.0971
1348,,57.1538,-2.0971
1349,1.0,57.1538,-2.0971
1350,,51.534577,-0.257138
1351,,51.534577,-0.257138
1352,,51.534577,-0.257138
1353,,51.534577,-0.257138
1354,6.0,51.534577,-0.257138
1355,,55.7638,-3.9281
1356,,55.7638,-3.9281
1357,,55.7638,-3.9281
1358,,55.7638,-3.9281
1359,4.0,55.7638,-3.9281
1360,,55.9284,-4.3753
1361,,55.9284,-4.3753
1362,,55.9284,-4.3753
1363,2.0,55.9284,-4.3753
1364,,55.6998,-4.254
1365,,55.6998,-4.254
1366,2.0,55.6998,-4.254
1367,,55.832,-4.023
1368,,55.832,-4.023
1369,2.0,55.832,-4.023
1370,,53.501857,-1.376874
1371,,53.501857,-1.376874
1372,4.0,53.501857,-1.376874
1373,,57.1542,-2.1463
1374,,57.1542,-2.1463
1375,1.0,57.1542,-2.1463
1376,,51.470263,0.288649
1377,,51.470263,0.288649
1378,1.0,51.470263,0.288649
1379,,51.353405,-0.48003
1380,,51.353405,-0.48003
1381,,51.353405,-0.48003
1382,4.0,51.353405,-0.48003
1383,,53.415313,-4.482293
1384,,53.415313,-4.482293
1385,2.0,53.415313,-4.482293
1386,,51.926167,-0.250454
1387,,51.926167,-0.250454
1388,2.0,51.926167,-0.250454
1389,,57.2156167,-2.06474167
1390,,56.526780555555554,-3.7639388888888887
1391,,56.26173055555556,-5.041805555555555
1392,,57.075,-2.318
1393,,57.524,-2.95581666666666
1394,,57.46966388888889,-4.490141666666667
1395,,57.70725277777778,-4.297352777777777
1396,,56.499,-3.06
1397,,56.00708,-3.8603
1398,,56.00708,-3.8603
1399,,56.707625,-4.0117972222222225
1400,,56.7401,-2.6279
1401,,56.4572,-2.99
1402,,57.125,-2.214
1403,,56.08864166666667,-4.842180555555555
1404,,56.66385555555556,-3.9951527777777778
1405,,57.26864444444444,-4.474286111111112
1406,,57.093,-4.556
1407,,57.036,-4.814
1408,,57.0828638888888,-4.808625
1409,,56.075487,-3.7308
1410,,56.5219416666666,-2.97308888888888
1411,,57.57,-1.95
1412,,56.75096,-5.11689
1413,,56.2,-4.5
1414,,56.207,-3.2006
1415,,57.4483555555555,-4.1675
1416,,57.5224,-1.8228
1417,,57.56645,-1.88129
1418,,56.36590555555556,-5.169083333333334
1419,,56.328,-4.7248
1420,,57.4926138888888,-2.28128611111111
1421,,57.4901,-2.2834
1422,,56.1695,-3.3039
1423,,55.0687,-4.9782
1424,,55.34201388888889,-4.684013888888889
1425,,55.4471,-4.429
1426,,55.7733,-4.2603
1427,,55.0611,-3.277
1428,,54.941787,-2.9631
1429,,56.050663,-3.68278
1430,,55.5752194444444,-3.85691388888888
1431,,55.5,-4.44
1432,,55.38981666666667,-4.504575
1433,,56.40275277777778,-5.11295
1434,,56.42,-5.013
1435,,56.199,-3.003
1436,,56.0732,-3.7251
1437,,56.328,-4.7248
1438,,55.9026,-4.2553
1439,,55.9562,-2.473293
1440,,55.665375,-2.2240333333333333
1441,,55.88,-4.35
1442,,56.2204,-4.7666
1443,,55.36445,-4.07009722222222
1444,,55.04208611111111,-2.975813888888889
1445,,54.941787,-2.9631
1446,,55.7178,-4.895
1447,,55.71984166666667,-4.887080555555555
1448,,55.69,-4.77
1449,,55.1845,-2.8772
1450,,55.5839,-4.638
1451,,55.37797222,-4.216877778
1452,,50.38738333,-4.0116
1453,,51.48692777777778,-3.4070805555555554
1454,,51.6178,-3.8325
1455,,51.49192,0.2864
1456,,51.351964,-0.003734
1457,,52.806731,-0.132351
1458,,54.977571,-1.743554
1459,,55.0142,-1.8037
1460,,53.2488,-3.4685
1461,,50.838359,-1.283813
1462,,51.7647,0.5275
1463,,51.55418888888889,-2.5018777777777776
1464,,51.338,0.9404
1465,,53.265946,-2.959912
1466,,53.42599,-2.37769
1467,,51.729169444444445,-3.5062777777777776
1468,,51.53265555555556,-0.012325
1469,,53.25245,-3.142158333333333
1470,,53.11666388888889,-3.147536111111111
1471,,51.51273,0.5067
1472,,53.301,-0.78162
1473,,52.4645,-0.885161111111111
1474,,52.68928,-0.45247
1475,,51.66025,-1.228
1476,,51.904818,-0.678148
1477,,53.74751944444444,-0.23125555555555558
1478,,53.641844444444445,-0.722225
1479,,53.900571,-0.817065
1480,,51.424,0.60163
1481,,53.1215,-4.1001
1482,,53.71376,-1.13026
1483,,53.63646388888889,-1.0693305555555555
1484,,52.292093,-1.05554
1485,,51.580058333333334,-0.22513333333333335
1486,,50.89752,-1.44348
1487,,52.98061,-3.96901
1488,,53.65628,-0.25541
1489,,51.44,0.69
1490,,52.0533166666666,-0.522469444444444
1491,,53.6033,-0.14537
1492,,54.57559444444445,-1.1317194444444445
1493,,54.57582777777778,-1.1319083333333333
1494,,53.874944444444445,-2.9357833333333336
1495,,52.5290138888888,-1.70747222222222
1496,,54.63627,-1.18351
1497,,53.736693,-0.242536
1498,,54.023358333333334,-2.889288888888889
1499,,54.025,-2.6941
1500,,51.3405833333333,-2.83942777777777
1501,,51.2032111111111,-3.13828888888888
1502,,51.64701,-2.57084
1503,,51.42347222222222,0.3124694444444444
1504,,51.526241666666664,-0.22535833333333333
1505,,51.40456,0.39383
1506,,54.606092,-1.238354
1507,,54.977571,-1.743554
1508,,52.68247777777778,0.7279111111111111
1509,,52.607778,1.307972
1510,,53.406552777777776,-4.472936111111111
1511,,54.974615,-1.732321
