,scenario,failure,Easting,Northing
262,1-in-11,0.0001270233740332,435271.5197164552,383680.4866789906
263,1-in-11,0.0001484537682988,621799.8952760983,302300.5436821156
264,1-in-11,0.0228112423023848,441145.6696248343,522125.56760450045
265,1-in-11,0.0001534112987362,436204.88943828456,115918.82050911884
266,1-in-11,0.001437878164423,398099.7418625674,293799.7962391032
267,1-in-11,0.0,434897.17460275016,554187.2983109573
268,1-in-11,0.0002426069595746,398500.3350075894,288999.8142014518
269,1-in-11,9.553270198303654e-05,240524.93564281933,850364.0058912057
270,1-in-11,0.0010317299665033,464132.6202754015,451678.49126505386
271,1-in-11,0.0004133514384706,378519.4268159441,433256.4754601631
272,1-in-11,0.0,249136.2245131973,663282.108247337
273,1-in-11,1.0560182152730135e-05,255172.2575798735,666462.2489886893
274,1-in-11,0.0021366078960969,412125.356657418,842632.8568387381
275,1-in-11,0.0008872586523538,411724.51917996607,846499.5406160746
276,1-in-11,0.0034511743878399,545800.3500901089,228399.4585215596
277,1-in-11,3.3403389173569664e-06,193399.82555983443,202400.293914888
278,1-in-11,0.0017102778238059,385900.0781581949,295399.58957468404
279,1-in-11,0.0174944221076922,255888.4548934796,367893.21766987146
280,1-in-11,0.0,391730.52113835816,809260.0627433814
281,1-in-11,3.439877224620247e-06,350156.847727973,427922.87005678937
282,1-in-11,0.0008097932104794,437100.9091456311,389478.7473434674
283,1-in-11,0.041735159392003,330003.97101714474,673821.2359751839
284,1-in-11,0.0043257259081196,456972.8166443351,453498.2506912595
285,1-in-11,0.0404860616022777,191345.04428739453,686518.9632154851
286,1-in-11,0.0021806294522915,259082.87446535568,666734.0621749449
287,1-in-11,0.0023462367418237,283045.4050956855,183258.76719546685
288,1-in-11,0.0013270209136228,351008.9317220523,391863.5621800459
289,1-in-11,0.00067884590398,315524.6993648185,212904.33749330085
290,1-in-11,0.0006758398139152,450200.034610863,329799.83482242306
291,1-in-11,0.0006498032475773,579945.5569666638,190826.92514082417
292,1-in-11,3.644213069131652e-05,541628.063452004,189726.66852686787
293,1-in-11,0.0025308394599138,328768.8312784909,695326.9531178391
294,1-in-11,0.0014061462321015,394550.46434835374,801941.482214065
295,1-in-11,0.002136505818008,385803.1325342037,413979.9074095304
296,1-in-11,5.181935873976862e-05,351900.83595286554,380032.8298578633
297,1-in-11,0.001458368390706,405845.59208977583,317669.7455787808
298,1-in-11,0.0,538823.458295835,208575.6223208936
299,1-in-11,0.0011621383921145,224285.8583680243,642702.2882605003
300,1-in-11,0.0040754708293423,516301.2033375409,428770.18087337154
301,1-in-11,0.0001689936862383,449296.4039015291,523702.399342163
302,1-in-11,0.0023045086224314,259056.13365886745,658592.7819066586
303,1-in-11,0.0026881257502466,353625.5695030632,182227.083772836
304,1-in-11,0.0002118687886693,608399.9762876249,138199.5805130002
305,1-in-11,0.0022275928292866,434887.9370902085,386616.50552357465
306,1-in-11,0.0003912012204795,257230.45526866283,897413.0014607094
307,1-in-11,0.0004003204068038,353314.97219927574,312546.3499876178
308,1-in-11,4.745906500425168e-05,326132.4077859978,675333.0491692494
309,1-in-11,2.0443692207994246e-06,318864.9835692866,671055.1621694101
310,1-in-11,0.000126888906446,647291.2842786926,263596.2923692097
311,1-in-11,0.011037638113675,526941.7620553856,182494.7130046413
312,1-in-11,0.0,433405.0458553831,431381.86313138553
313,1-in-11,0.0015358358629609,381797.6291612152,391630.08269905054
314,1-in-11,8.468809665229671e-05,335462.3075754799,668782.4225535154
315,1-in-11,0.0005938091897323,224492.9267777841,674952.9432144507
316,1-in-11,0.0,428687.0491390391,534596.8678005354
317,1-in-11,0.0028245751947204,435335.35636907007,564462.862876206
318,1-in-11,0.0024091073634677,335134.71316764934,442994.6204254315
319,1-in-11,8.900864289274057e-05,397125.942968954,399456.9392568999
320,1-in-11,8.973780800225484e-06,475869.6881692255,353982.43489873054
321,1-in-11,6.244302068192376e-06,416512.1439499292,564803.6422803834
322,1-in-11,0.0003328544461148,269539.9123970036,652985.7944030291
323,1-in-11,0.0013382568714145,281050.926419406,693090.5866847006
324,1-in-11,2.9956454956625574e-05,239227.9236764333,675648.7636272812
325,1-in-11,0.0,464009.8869264628,340734.56723601447
326,1-in-11,0.0038993568217292,279233.6439397954,907094.5309042676
327,1-in-11,0.0,395913.7563680908,855130.9203365502
328,1-in-11,0.0012801690560151,284267.81079296884,964923.5830619836
329,1-in-11,0.0001056568053136,426506.1110933338,399100.2883178087
330,1-in-11,0.0005382096147656,503024.3384256939,227522.7461235909
331,1-in-11,0.0002686165158914,264623.8145861962,200082.7663534065
332,1-in-11,0.0021175812735232,352423.5260919806,807011.2839723029
333,1-in-11,1.5246768300003488e-05,319200.074131969,124800.2540317789
334,1-in-11,0.1506349447081068,201914.56706006572,731062.048054983
335,1-in-11,0.0008285250578953,339942.0580661334,736910.8294260537
336,1-in-11,0.0,322604.30654969905,674971.9386624672
337,1-in-11,0.0067110811087036,440909.4250634381,390753.83855435695
338,1-in-11,3.979576001311713e-05,460504.7127468518,409540.7890388546
339,1-in-11,0.0011453456188585,312309.8660130991,965894.95631571
340,1-in-11,0.000147085593749,448763.6602305671,390053.95870236313
341,1-in-11,0.0,566145.6365035895,176054.76941758633
342,1-in-11,0.0005377123166532,440346.5872580329,389553.22036988754
343,1-in-11,0.0011198400515802,457139.660757248,523866.0369437341
344,1-in-11,0.0022430899892808,270034.4598041455,552959.319185585
345,1-in-11,4.536704578883555e-05,373881.7860960922,673190.3559767432
346,1-in-11,0.0001662751746873,535272.7514989311,191235.8664351028
347,1-in-11,0.0012259867994715,269199.99189866026,338400.0536821493
348,1-in-11,0.0,321599.6940250808,176500.07092031947
349,1-in-11,0.0001406244905008,276935.96613433235,759132.8397738017
350,1-in-11,0.0004485096358471,432099.372480949,570023.9434031948
351,1-in-11,0.1615267291116452,310008.2315809424,186949.0304983656
352,1-in-11,0.0012309955748713,332306.4665007363,183600.18825735303
353,1-in-11,0.0,382637.2909394046,220106.8574363688
354,1-in-11,0.0293679999071795,548591.1315732251,316534.88065996894
355,1-in-11,0.0002260951509999,537504.3949759636,203626.95389478625
356,1-in-11,0.0,559602.4709741112,186277.5751437396
357,1-in-11,0.0009598710665298,345794.0270079568,407655.2964721678
358,1-in-11,0.0,510519.71342774905,194991.8584219813
359,1-in-11,2.1465553516564206e-05,434000.2858829252,560799.7022581684
360,1-in-11,0.0017706820731213,479467.627857733,385528.5192231266
361,1-in-11,0.001545556743232,371726.4909257094,672124.0992361205
362,1-in-11,8.249585464115139e-05,319616.3879905178,697437.3813100467
363,1-in-11,0.0008305386556497,258400.3107014111,665586.8108438876
364,1-in-11,0.0035505502108649,538993.7478335521,181994.0472176032
365,1-in-11,0.0001464092756644,388980.2126391842,403599.8930449646
366,1-in-11,2.2734494404264005e-05,325159.5352536494,671442.3621451088
367,1-in-11,0.0012540386630313,337114.559273098,185541.48028413445
368,1-in-11,0.003651117887077,223348.4538959267,692176.4875897338
369,1-in-11,0.0023078774140107,439051.431713473,391184.1467409509
370,1-in-11,0.0020843868872434,396010.6966825963,297707.1820575078
371,1-in-11,6.042215575230436e-05,430099.786681739,328700.1681261611
372,1-in-11,0.0008711319114164,456251.6709608351,520428.09108873736
373,1-in-11,0.0001128307104608,526016.9970256609,171773.0000427856
374,1-in-11,0.0451154652331096,394224.52647684014,806995.9139857744
375,1-in-11,0.0034101290877303,520981.256111745,183180.66348448812
376,1-in-11,0.0,279119.3970942431,653955.9244445316
377,1-in-11,8.615521535748627e-05,251693.81172268523,673141.2488745346
378,1-in-11,3.5024447685438886e-06,258442.67919057817,647452.2330166603
379,1-in-11,0.0004643982756656,273387.4906741563,661714.4349815188
380,1-in-11,0.0012041257338258,520981.256111745,183180.66348448812
381,1-in-11,0.0299534728238254,441430.1339053013,400754.0732234258
382,1-in-11,0.0011513218321773,391248.0813571155,807045.765421861
383,1-in-11,0.0010528154591674,559056.6149724844,177072.13434581656
384,1-in-11,4.905215760708792e-05,505940.3696140095,162688.41755649663
385,1-in-11,0.0058293092657508,235122.77922044304,393816.1696281002
386,1-in-11,9.353855954818968e-05,520400.66396247945,226740.04649894824
387,1-in-22,0.2374715398416279,277200.13688128314,64999.5608485828
388,1-in-22,0.0119634856521357,320119.1197593152,717092.7878614786
389,1-in-22,0.0387840132427901,302500.140744223,166099.8355851685
390,1-in-22,0.0063806776866379,204959.64652637453,705012.5152441239
391,1-in-22,0.0004898450652727,445172.455415981,394545.2508052285
392,1-in-22,0.000105601289857,264592.13044615334,870974.2448889274
393,1-in-22,0.0004252707284123,250201.8225985781,125174.68530834734
394,1-in-22,0.5256029053138715,493120.09214804287,197102.95928420775
395,1-in-22,0.0039185399562134,200492.2509578475,707499.5741013113
396,1-in-22,0.0028454498888867,362053.6710624992,741490.2024364459
397,1-in-22,0.030460575962067,217547.6625815248,713969.6173379108
398,1-in-22,0.0075756263447813,215992.390036374,576998.6274036157
399,1-in-22,0.1368921727082338,122255.60219941929,861102.2037804463
400,1-in-22,0.0008692975305122,334961.46948066994,98977.03718193134
401,1-in-22,0.0429660484969993,236487.59968336392,621156.2989562495
402,1-in-22,0.1041894730473317,295436.2851374617,668742.111587061
403,1-in-22,0.0537822886476649,289892.8791645768,681508.8977240298
404,1-in-22,0.0080135758680539,546906.2017831481,182564.9355988573
405,1-in-22,0.0182554254405887,250766.34037007243,844658.673161183
406,1-in-22,0.0,530535.9841526906,165437.70908530726
407,1-in-22,0.0280474371166533,304241.9381215859,847162.3575533264
408,1-in-22,0.0,395161.7169499858,653788.8033721175
409,1-in-22,0.0,426300.2960937422,276499.6899242305
410,1-in-22,0.0362511856589322,519661.66528615495,338546.8852603824
411,1-in-22,0.0,329380.8303933774,385985.5830292911
412,1-in-22,0.0014144962822036,383619.2854239011,268248.6351475089
413,1-in-22,0.0017797030898142,292317.0721233269,655621.5170488176
414,1-in-22,0.7048309749326881,291588.8262930769,657504.1024212171
415,1-in-22,0.0761827654564368,429994.7598163845,583071.978688529
416,1-in-22,0.0022466398521389,295597.20009044185,819424.2953862017
417,1-in-22,0.0249534948691939,301624.2988772817,373566.13472157257
418,1-in-22,0.0942337190629187,524011.89098133706,120992.21109796246
419,1-in-22,0.0816143995595594,284001.2472880739,680951.2041633186
420,1-in-22,0.1020491127485905,454114.47708239313,109731.82583238128
421,1-in-22,0.5014426717668307,577491.0599791443,221617.3820201616
422,1-in-22,0.0824081455892697,251154.99809982657,667846.2449959144
423,1-in-22,0.0,409034.59117609967,434909.7347259958
424,1-in-22,0.0244797574578583,282660.9636758025,692459.0709695615
425,1-in-22,0.100132959229142,391371.61031699454,390918.4450356914
426,1-in-22,0.9996937708809162,609945.7634340652,246063.88283949863
427,1-in-22,0.0,366035.5900072969,758882.9108661617
428,1-in-22,0.0250861944783827,536807.0438074642,198029.64568318683
