number,num_trans,lat,lon
1115,1,51.482,-3.13041
1118,1,56.707625,-4.0117972222222225
1122,2,55.023723,-1.499451
1126,2,51.574199,-3.299965
1130,3,51.547216,-2.977617
1133,2,51.879253,-2.253635
1136,3,52.726053,0.19887
1139,2,51.714526,-0.01104
1142,2,51.552813,0.300665
1145,1,53.562699,-2.819849
1148,3,51.642877,-0.404187
1151,2,54.94071,-1.47081
1154,1,53.360669,-0.807366
1157,1,55.94132777777777,-2.454213888888889
1161,2,56.1628,-3.2959
1164,1,55.8626,-4.2641
1167,4,51.519771,0.001931
1170,2,53.528941,-2.167708
1173,1,55.9302,-3.1994
1177,5,51.565226,-2.908636
1180,1,56.08963888888889,-4.840927777777777
1183,1,53.416024,-1.413918
1186,1,52.577165,-2.060301
1190,2,52.85496,-1.55444
1193,2,54.575945,-1.131318
1196,3,51.430956,-0.18864
1199,1,57.1538,-2.0971
1203,6,51.534577,-0.257138
1208,4,55.7638,-3.9281
1212,2,55.9284,-4.3753
1215,2,55.6998,-4.254
1218,2,55.832,-4.023
1221,0,51.534577,-0.257138
1224,4,53.501857,-1.376874
1227,1,57.1542,-2.1463
1230,1,51.470263,0.288649
1234,4,51.353405,-0.48003
1237,2,53.415313,-4.482293
1240,1,51.926167,-0.250454
