population,Easting,Northing
436426.8733757743,475299.7538914609,225899.50112241064
0.0,135526.55234669993,851046.7856815611
44134.24899464192,270411.5180298893,666990.0974689694
182112.32914173274,457500.0182403856,424500.1089436413
45054.917147026084,262663.1174305469,656795.2420884928
43255.82623793518,264417.8260917773,651683.6057564543
39197.665685037784,245869.69044242526,663441.7061839505
12008.75,321278.20470656996,864659.5254649235
289081.8092176903,411759.01236999955,422000.8133329938
510563.0183301278,514671.62155668443,197049.20992003346
34143.03161970276,294291.65805348015,617173.8041120642
392724.62142099865,453000.1427175334,300136.91128619603
11248.333333333334,277205.9440119453,758943.9249577828
34511.415685037784,244992.33426549606,670613.9322214713
46303.30909090908,328403.0715892688,585492.0165687231
278761.03205128206,301134.0938149921,97431.77274720758
0.0,270054.4414227795,829352.6249048207
27733.014136401234,358371.47387738427,659283.5972131717
26085.555555555555,251940.30362953254,823829.6948555929
26085.555555555555,232141.42250201723,829248.350740925
26085.555555555555,235823.87085594737,808347.2567445562
400438.6523809524,447099.9867129563,102699.56177811584
359841.38010996574,402000.1746433509,261599.82055866648
0.0,203613.05990471644,724227.5065459016
176110.56244313758,448099.90437572496,425099.9709312832
32804.017857142855,383496.8752768646,785556.3127789292
32804.017857142855,382322.4187455957,781114.5972771302
398486.45130819466,354299.82622686756,386299.6364371202
43913.806035914975,257521.63894755807,665598.3305187196
397581.9100232922,478279.1478841676,150741.43438598496
137750.4166666667,389649.1442885471,568652.8124652525
16417.14285714286,398669.9270824161,866264.2283421219
343109.35736880073,352385.12133320095,379424.69923147716
0.0,212233.13007824172,774127.6891612334
27733.014136401234,351619.2058079788,635205.4602828467
50235.99110174118,277025.8436532364,628583.9844075469
43913.806035914975,256059.23595644452,658468.4434557365
43545.96907993967,339084.797851185,729889.1669623607
12008.75,321083.4394634403,838260.5377231519
4686.25,220583.92911525842,557124.4264261667
46891.660830191526,321293.6872605728,691349.8156737991
51378.020479314335,325599.1366904143,702235.8110517984
46394.87761340832,322957.3971627821,672015.484469005
0.0,287628.50722080196,928070.6139786474
43913.806035914975,255231.5698905483,664678.0386075808
271851.92518986727,588853.5569520991,175347.49057837826
483569.7077922078,486899.71930887736,261300.53243360855
14044.473684210527,290983.65576448326,742692.6445615004
208947.0404040404,522500.07056505093,409300.0929324547
59347.59758131007,294748.0069393448,680049.5145172422
46303.30909090908,332946.51138461777,571330.1378666265
114931.2896103896,456226.2028152802,520388.76421177434
26085.555555555555,231056.42543725646,861806.4473141832
404877.4431626724,535746.8331029151,186321.15344238782
10134.257985803017,228768.45886559525,594459.6771521615
43913.806035914975,256366.76584720542,661877.8143682566
379572.8314830492,419500.2842768618,292499.57576069434
19066.25,294499.9627464783,588343.2575990651
41097.399999999994,338386.52540160826,561126.6051000548
175973.37294372293,445737.80015800043,534151.3482060907
33211.56285434995,349383.52948834066,615767.0488290065
175973.37294372293,438572.5643886675,545827.4332369154
24327.216496590474,231747.96876333145,684068.0612427144
172368.16818433112,341800.0552111141,459900.283002018
185789.94871151503,480700.0339773725,370799.8215209958
215845.82762237763,321000.0532138879,145799.46999910127
16302.407599347367,218552.04622011472,651154.5943112654
190006.37373737374,517199.72880748543,416700.02600881434
16302.407599347367,220347.79325739582,653694.1186704901
16302.407599347367,218872.4645430622,651326.0368966147
436418.3943989447,549884.3386203239,172639.39480253472
93927.20009398497,356399.8542647748,489299.7084891775
252480.1445415695,328607.12948565284,183723.73423906422
277528.5,194016.53731658476,59131.17590742221
53780.73460437056,313532.12558767153,684123.4420741071
0.0,268032.2958589037,841926.2621064181
9970.368125663157,231609.54110590613,717945.3608115487
232540.65516428018,366799.6742171653,185800.48701424903
272036.07738156663,365600.73707693926,304044.97402847704
530771.3398939807,504311.4451681185,183731.6135011688
37461.554573926674,243309.64414168432,664068.3285289973
231902.27316987884,436201.1794194582,381552.5533485677
42457.62615142,327334.3869383283,666985.7009764471
161339.32788162032,482299.7034559301,411900.07163155096
355767.4813483455,376356.1659307546,404669.98096473725
28395.625,343909.0864811148,850407.0200673454
290660.3797353219,590799.8697534263,166899.9224236536
303925.90045618726,343841.9112959849,397367.1833989723
43913.806035914975,255685.74406171852,670210.0362834382
13861.456916099774,256920.38042981012,733897.716502962
34511.415685037784,249303.10619462695,670583.9338865365
4686.25,223206.72697333188,576169.4597481478
0.0,219283.51915291965,762008.1100951566
37461.554573926674,245276.88220732543,634510.3990273136
31507.34404761088,243376.96632719645,636081.9153786297
31507.34404761088,231642.1810655245,644417.593694637
302189.2075428085,580800.1373769642,171999.99585350993
32804.017857142855,377099.6844863732,814294.4622846113
233148.8287938457,426648.06807181274,434468.0525522765
346509.04975282284,399194.29800809454,281523.31119308644
171378.01797664247,433732.83887107833,459987.14525945403
0.0,265211.8076214694,839255.8983322732
114931.2896103896,456158.96293456934,519310.959509325
0.0,258578.6127030212,904609.785097967
427332.33811681037,506439.47888588335,170543.7535807141
488742.3333333333,240900.21989964924,62899.97963037755
212033.83004385963,329528.3008330789,348321.5043660618
50236.909368203225,338238.84995962935,702137.3276965029
41123.81466973004,306199.7729111229,669007.1620497282
51377.10221285229,285234.8224089169,643489.9273743795
272299.0558446584,338692.25975262455,391746.31445729913
420609.68198072386,555600.1851863763,176399.51692083018
439552.85928055434,467499.78370471275,113499.55811115299
40264.126131221725,347064.93523487146,751734.6726046044
40076.302413273006,337460.163199833,732569.4717830811
298549.2375290504,392057.2475395672,374627.75374072336
16386.875,370800.78051164054,863384.2601929402
278932.3437728938,278507.7458980094,186389.91920055635
7640.380434782608,223708.18835879109,586053.6477747196
494750.68809523806,407499.83090960153,105299.57822807139
16962.407599347367,229804.18816555908,608629.7536946379
357028.973928849,389699.6524541722,165999.68540956802
43545.96907993967,343600.57845264266,731095.6024274137
427102.9335010183,524099.813298194,192499.63784085575
26085.555555555555,228703.3610446051,808347.2263749037
383137.3693833944,399899.9947872659,189800.5309959519
22898.80319148936,306111.3694097228,605273.9876286438
171961.3316739068,448408.391654206,429233.40543906484
46891.660830191526,319677.77517294954,691101.4678408946
7283.333333333333,316947.94718238496,951739.4368911542
0.0,289785.2628444013,855269.9552417847
0.0,202098.75019998173,720434.4136373394
42300.37144362152,278802.66487260046,660367.9730376843
338652.91631126445,410235.9333936392,289922.79765302676
49940.70567903275,259632.22651864932,611569.7199070827
255193.45300181163,434155.75281891844,390094.6528972441
37461.554573926674,245036.1441654125,659940.0313582668
4686.25,240560.34647193903,564367.8225340223
411870.06221029145,534815.0313609496,178008.87878674676
370108.69311835885,562059.6516049651,172452.18588748918
448468.6951243861,510419.55594111054,179042.64312146493
219908.2656428281,572399.6793741212,111900.50365048784
231902.27316987884,435271.51971645514,383680.4866789906
479282.5833333334,621799.8952760983,302300.54368211556
189442.37294372293,441145.6696248343,522125.56760450045
579371.5095238095,436204.88943828456,115918.82050911884
345392.3261597493,398099.74186256743,293799.7962391032
175973.37294372293,434897.17460275016,554187.2983109573
340371.2761597493,398500.3350075894,288999.8142014518
26085.555555555555,240524.93564281933,850364.0058912057
126454.65528336888,464132.6202754015,451678.49126505386
314904.1307531075,378519.4268159441,433256.4754601631
39197.665685037784,249136.22451319726,663282.108247337
43913.806035914975,255172.2575798735,666462.2489886893
16417.14285714286,412125.356657418,842632.8568387381
16417.14285714286,411724.51917996607,846499.5406160746
344979.3173766359,545800.3500901089,228399.4585215596
124237.0,193399.82555983443,202400.293914888
332982.9737787969,385900.07815819484,295399.58957468404
103269.33333333333,255888.45489347956,367893.21766987146
32804.017857142855,391730.52113835816,809260.0627433814
368612.6292143572,350156.847727973,427922.87005678937
229265.84536239223,437100.90914563107,389478.7473434674
48160.31845911231,330003.97101714474,673821.2359751839
131979.67726139084,456972.81664433505,453498.2506912595
0.0,191345.04428739453,686518.9632154851
45054.917147026084,259082.87446535568,666734.0621749449
191857.84377289377,283045.4050956855,183258.76719546685
362166.884641528,351008.9317220523,391863.5621800459
289343.1916749917,315524.6993648185,212904.33749330085
293626.99847062054,450200.034610863,329799.83482242306
312780.32285375503,579945.5569666638,190826.92514082417
420919.0371797473,541628.063452004,189726.66852686787
50236.909368203225,328768.83127849095,695326.9531178391
32804.017857142855,394550.46434835374,801941.482214065
317052.852916973,385803.1325342037,413979.9074095304
343109.35736880073,351900.83595286554,380032.8298578633
379014.97675643524,405845.59208977583,317669.7455787808
410285.9146398689,538823.458295835,208575.62232089357
18796.285150367774,224285.8583680243,642702.2882605003
238100.31818181818,516301.20333754085,428770.18087337154
175973.37294372293,449296.4039015291,523702.399342163
43913.806035914975,259056.13365886742,658592.7819066586
267217.7745781996,353625.56950306316,182227.08377283596
328845.5295051354,608399.9762876249,138199.5805130002
236628.44964046706,434887.9370902085,386616.50552357465
0.0,257230.45526866283,897413.0014607094
170426.74514472455,353314.97219927574,312546.3499876178
48160.31845911231,326132.4077859978,675333.0491692494
46394.87761340832,318864.9835692866,671055.1621694101
399869.1666666666,647291.2842786926,263596.2923692097
426609.6340831554,526941.7620553856,182494.7130046413
182926.74243020933,433405.0458553831,431381.86313138553
348279.151802891,381797.6291612152,391630.08269905054
48160.31845911231,335462.3075754799,668782.4225535154
22406.85935373333,224492.9267777841,674952.9432144507
189442.37294372293,428687.04913903907,534596.8678005354
163655.55476190476,435335.35636907007,564462.862876206
240541.71130684332,335134.71316764934,442994.6204254315
384703.79379259684,397125.942968954,399456.9392568999
257237.90753076342,475869.68816922547,353982.43489873054
199907.81666666665,416512.1439499292,564803.6422803834
40301.695803152565,269539.9123970036,652985.7944030291
44794.335772943,281050.926419406,693090.5866847006
26821.09404761088,239227.9236764333,675648.7636272812
295605.157085838,464009.8869264628,340734.56723601447
0.0,279233.6439397954,907094.5309042676
16417.14285714286,395913.7563680908,855130.9203365502
0.0,284267.81079296884,964923.5830619836
262991.0490035167,426506.1110933338,399100.2883178087
510950.9020527707,503024.3384256939,227522.7461235909
209097.7271062271,264623.8145861962,200082.76635340654
35678.125,352423.5260919806,807011.2839723029
156267.73205128204,319200.074131969,124800.2540317789
0.0,201914.56706006575,731062.048054983
23877.25113122172,339942.0580661334,736910.8294260537
52097.569921100614,322604.30654969905,674971.9386624672
224244.79536239224,440909.4250634381,390753.83855435695
158855.90751439493,460504.7127468518,409540.7890388546
7283.333333333333,312309.8660130991,965894.95631571
217907.37089715162,448763.6602305671,390053.95870236313
375158.2297196661,566145.6365035895,176054.76941758633
219867.7277153334,440346.5872580329,389553.22036988754
114931.2896103896,457139.66075724794,523866.03694373404
12460.0,270034.4598041455,552959.319185585
8675.575757575758,373881.7860960922,673190.3559767432
417024.2466714444,535272.7514989311,191235.86643510277
103269.33333333333,269199.99189866026,338400.0536821493
187633.63065268064,321599.69402508077,176500.07092031947
10107.222222222223,276935.96613433235,759132.8397738017
216562.8880952381,432099.372480949,570023.9434031948
166421.89039294035,310008.2315809424,186949.03049836558
252480.1445415695,332306.4665007363,183600.18825735303
316328.8019591519,382637.2909394046,220106.85743636882
375964.775,548591.1315732251,316534.88065996894
416103.2109361652,537504.3949759636,203626.95389478625
348915.9254415912,559602.4709741112,186277.57514373958
341783.29588102386,345794.02700795676,407655.2964721678
524121.4349967945,510519.71342774905,194991.85842198133
175973.37294372293,434000.28588292515,560799.7022581684
199612.32893129528,479467.627857733,385528.51922312664
8675.575757575758,371726.4909257094,672124.0992361205
55262.771941302635,319616.3879905178,697437.3813100467
45054.917147026084,258400.3107014111,665586.8108438876
430339.03139796655,538993.7478335521,181994.0472176032
334525.27680289105,388980.2126391842,403599.8930449646
50956.458809989505,325159.5352536494,671442.3621451088
264220.9778749029,337114.55927309796,185541.48028413445
11616.157599347367,223348.4538959267,692176.4875897338
224244.79536239224,439051.431713473,391184.1467409509
385284.41901689215,396010.6966825963,297707.1820575078
402412.9617549119,430099.786681739,328700.1681261611
114931.2896103896,456251.67096083506,520428.09108873736
517615.2796074521,526016.9970256609,171773.0000427856
32804.017857142855,394224.52647684014,806995.9139857744
424370.79512438615,520981.256111745,183180.66348448815
42300.37144362152,279119.3970942431,653955.9244445316
37307.556035914975,251693.81172268523,673141.2488745346
48600.056035914975,258442.67919057817,647452.2330166603
44134.24899464192,273387.4906741563,661714.4349815188
424370.79512438615,520981.256111745,183180.66348448815
239024.79536239224,441430.1339053013,400754.07322342583
32804.017857142855,391248.0813571155,807045.765421861
406341.31452175387,559056.6149724844,177072.13434581656
513563.87699355226,505940.3696140095,162688.41755649663
23221.666666666668,235122.77922044304,393816.16962810024
493940.0713728209,520400.66396247945,226740.04649894824
