id,long,lat,voltage
172,394224.52647684014,806995.9139857744,132.0
173,253045.1500781031,758296.6591453275,132.0
173,275905.50775706384,759085.5677639237,132.0
174,409148.5707773376,853789.1556896525,132.0
174,407200.80804713065,852936.1822083751,132.0
175,409104.43364984833,854813.6216309017,132.0
175,407200.80804713065,852936.1822083751,132.0
176,315449.17174797156,955485.7429932873,275.0
176,312170.0260352945,966087.7704116397,275.0
177,339942.0580661334,736910.8294260537,275.0
177,319133.67952597095,698192.4080073471,275.0
178,394224.52647684014,806995.9139857744,132.0
178,391248.0813571155,807045.765421861,132.0
179,215992.390036374,576998.6274036157,132.0
179,223708.18835879109,586053.6477747196,132.0
180,209936.46935973104,578968.7713074727,275.0
180,223708.18835879109,586053.6477747196,275.0
181,229886.2127044156,608611.7348682138,132.0
181,228768.45886559525,594459.6771521615,132.0
182,229886.2127044156,608611.7348682138,132.0
182,229804.18816555908,608629.7536946379,132.0
183,236487.59968336392,621156.2989562495,275.0
183,246463.0566774842,619709.1139885244,275.0
184,295436.2851374617,668742.111587061,132.0
184,284001.2472880739,680951.2041633186,132.0
185,295436.2851374617,668742.111587061,132.0
185,300846.0229683356,669288.519565372,132.0
186,289892.87916457676,681508.8977240298,132.0
186,284001.2472880739,680951.2041633186,132.0
187,395161.7169499858,653788.8033721175,132.0
187,379485.0281819135,641670.1333251962,132.0
188,266344.14734118816,610125.7104588712,132.0
188,251801.20839200018,608064.5642303638,132.0
189,266344.14734118816,610125.7104588712,132.0
189,272366.4359113751,606642.113126491,132.0
190,269269.16154572164,580752.9285920132,132.0
190,259632.22651864932,611569.7199070827,132.0
191,292317.0721233269,655621.5170488176,132.0
191,279119.3970942431,653955.9244445316,132.0
192,291588.8262930769,657504.1024212171,132.0
192,285234.8224089169,643489.9273743795,132.0
193,284101.0300082731,680911.0245002556,275.0
193,282372.0133388369,684493.7315295222,275.0
194,284101.0300082731,680911.0245002556,400.0
194,282372.0133388369,684493.7315295222,400.0
195,284001.2472880739,680951.2041633186,132.0
195,276456.29539820575,674766.8890896204,132.0
196,284001.2472880739,680951.2041633186,132.0
196,282372.0133388369,684493.7315295222,132.0
197,284001.2472880739,680951.2041633186,132.0
197,281050.926419406,693090.5866847006,132.0
198,284001.2472880739,680951.2041633186,275.0
198,282372.0133388369,684493.7315295222,275.0
199,251154.99809982657,667846.2449959144,132.0
199,244992.33426549606,670613.9322214713,132.0
200,251154.99809982657,667846.2449959144,132.0
200,255231.5698905483,664678.0386075808,132.0
201,251154.99809982657,667846.2449959144,132.0
201,249136.22451319726,663282.108247337,132.0
202,309265.18868765736,670533.7686377269,132.0
202,318271.88782156166,668450.1425562189,132.0
203,258313.61975769635,655643.0370888887,275.0
203,256059.23595644452,658468.4434557365,275.0
204,258313.61975769635,655643.0370888887,275.0
204,245036.1441654125,659940.0313582668,275.0
205,258313.61975769635,655643.0370888887,275.0
205,269539.9123970036,652985.7944030291,275.0
206,260560.25664423624,585425.0977098127,132.0
206,261180.62728776928,587334.5330774853,132.0
207,262603.4522970037,664823.1097863314,132.0
207,262102.57394265657,662432.113602037,132.0
208,275524.5178325777,634978.7990414256,132.0
208,282340.315002094,637431.5368256122,132.0
209,275524.5178325777,634978.7990414256,132.0
209,277025.8436532364,628583.9844075469,132.0
210,321469.96614060074,569789.324632318,132.0
210,298993.2684684344,575303.4419728033,132.0
211,321469.96614060074,569789.324632318,132.0
211,318534.3470786866,574814.4223396064,132.0
212,321469.96614060074,569789.324632318,132.0
212,332946.51138461777,571330.1378666265,132.0
213,321469.96614060074,569789.324632318,132.0
213,338399.9330799164,561216.2371918024,132.0
214,259943.0049918008,664693.426145958,275.0
214,262102.57394265657,662432.113602037,275.0
215,265532.2122810526,660871.933500534,275.0
215,262102.57394265657,662432.113602037,275.0
216,265532.2122810526,660871.933500534,275.0
216,270411.5180298893,666990.0974689694,275.0
217,265532.2122810526,660871.933500534,275.0
217,262663.1174305469,656795.2420884928,275.0
218,265532.2122810526,660871.933500534,275.0
218,295287.0719469262,685477.2161270356,275.0
219,298207.78732996737,613473.0437760069,275.0
219,294291.65805348015,617173.8041120642,275.0
220,298713.22417019925,620200.4224686209,275.0
220,294291.65805348015,617173.8041120642,275.0
221,282340.315002094,637431.5368256122,132.0
221,283023.51745703607,632849.9222081646,132.0
222,282340.315002094,637431.5368256122,132.0
222,270516.2664342594,638970.1168085998,132.0
223,282340.315002094,637431.5368256122,132.0
223,285234.8224089169,643489.9273743795,132.0
224,282340.315002094,637431.5368256122,400.0
224,294291.65805348015,617173.8041120642,400.0
225,282340.315002094,637431.5368256122,400.0
225,269539.9123970036,652985.7944030291,400.0
226,274049.0625815105,663857.8856888128,275.0
226,278802.66487260046,660367.9730376843,275.0
227,339736.05949315644,675265.9863062795,275.0
227,327334.3869383283,666985.7009764471,275.0
228,339736.05949315644,675265.9863062795,275.0
228,335462.3075754799,668782.4225535154,275.0
229,339736.05949315644,675265.9863062795,400.0
229,379485.0281819135,641670.1333251962,400.0
230,246329.48114101213,619691.505050143,132.0
230,245974.08866302276,625618.860430483,132.0
231,246329.48114101213,619691.505050143,132.0
231,241454.44835417788,613505.8019916718,132.0
232,246329.48114101213,619691.505050143,275.0
232,246463.0566774842,619709.1139885244,275.0
233,246329.48114101213,619691.505050143,275.0
233,223708.18835879109,586053.6477747196,275.0
234,246329.48114101213,619691.505050143,275.0
234,259632.22651864932,611569.7199070827,275.0
235,245974.08866302276,625618.860430483,132.0
235,245276.88220732543,634510.3990273136,132.0
236,245974.08866302276,625618.860430483,132.0
236,229804.18816555908,608629.7536946379,132.0
237,246463.0566774842,619709.1139885244,275.0
237,245276.88220732543,634510.3990273136,275.0
238,251972.83485044993,661179.1470809474,132.0
238,245036.1441654125,659940.0313582668,132.0
239,208005.55718179082,727738.1946257851,275.0
239,214255.14073383986,729382.0953543003,275.0
240,366382.8012224682,669254.388458987,132.0
240,369465.8868421966,669454.0428116134,132.0
241,366382.8012224682,669254.388458987,400.0
241,358371.47387738427,659283.5972131717,400.0
242,366382.8012224682,669254.388458987,400.0
242,373881.7860960922,673190.3559767432,400.0
243,336072.03608227364,714014.0464567569,132.0
243,337864.81686788116,701163.1279808808,132.0
244,318271.88782156166,668450.1425562189,132.0
244,322957.3971627821,672015.484469005,132.0
245,318271.88782156166,668450.1425562189,132.0
245,306199.7729111229,669007.1620497282,132.0
246,318271.88782156166,668450.1425562189,275.0
