node_number,longitude,latitude,Mar-89,11years,22years,33years,55years,110years,1000years,10000years,100000years,1000000years
623,-4.181,55.0972,5.471068378,1.46022815,4.336368796,5.003292031,5.746263117,6.678533169,9.480814392,12.3460129,15.21230562,18.07859835
626,-4.798,54.8766,50.19002544,13.39571779,39.78061416,45.89877826,52.71458372,61.26696405,86.97429508,113.2588114,139.5533657,165.8479201
629,-3.2671,56.1084,11.71300724,3.126201633,9.283729541,10.71154512,12.30217151,14.29806794,20.29747025,26.43157215,32.56801664,38.70446113
632,-3.200938,56.206874,13.74328526,3.668082835,10.89292789,12.56823437,14.4345725,16.77642831,23.81573902,31.01309751,38.21320465,45.4133118
635,-3.2348,55.935,6.970867332,1.860524491,5.525109448,6.374858176,7.321501959,8.509337753,12.079816,15.73045922,19.38249662,23.03453401
638,-3.915,58.227,11.18202525,2.984482539,8.862873213,10.22596209,11.74448112,13.64989822,19.37733156,25.23335818,31.09162121,36.94988424
641,-4.3142,55.8535,4.830249389,1.289193562,3.828455666,4.417263067,5.073210934,5.89628543,8.370339167,10.89994077,13.43050843,15.96107608
644,0.716257,51.445622,24.50345347,6.539971732,19.42143722,22.4084082,25.73597718,29.91136566,42.46203452,55.29449311,68.13185238,80.96921166
647,-0.7287,52.24304,14.15332051,3.777521244,11.21792184,12.94321161,14.86523253,17.27695835,24.52628911,31.93838306,39.35330768,46.76823229
650,-3.775519444,56.56349444,6.035668203,1.610919843,4.783870618,5.519618571,6.339262313,7.367740175,10.45920943,13.62008887,16.78217544,19.94426201
653,-0.1518,53.56602,33.29233492,8.885724191,26.38750466,30.44584029,34.96693937,40.63995324,57.69228719,75.12748299,92.56933726,110.0111915
656,-3.68419,56.0104,0,0,0,0,0,0,0,0,0,0
659,-3.050583333,55.03195278,13.69522721,3.655256141,10.85483708,12.52428528,14.38409714,16.71776385,23.73245923,30.90464971,38.07957925,45.25450878
662,-4.8299,57.6145,35.64758582,9.514340654,28.25427652,32.59971723,37.44065938,43.51500801,61.77370146,80.44234215,99.11811236,117.7938826
665,-0.04317,51.559444,13.25725879,3.538362371,10.50770332,12.12376316,13.92409891,16.1831358,22.97350375,29.91633018,36.86180806,43.80728594
669,-0.04317,51.559444,0,0,0,0,0,0,0,0,0,0
672,-4.693,55.2146,3.10E-09,8.26E-10,2.45E-09,2.83E-09,3.25E-09,3.78E-09,5.36E-09,6.99E-09,8.61E-09,1.02E-08
675,-4.2946,55.8287,5.529567358,1.475841528,4.382735088,5.056789349,5.807704596,6.749942874,9.582187275,12.4780217,15.37496204,18.27190238
679,-1.71398,52.53002,21.14535006,5.643693932,16.75980446,19.33742263,22.20896117,25.81212882,36.64277712,47.71659695,58.79464585,69.87269475
682,-3.658166667,55.17809167,59.9118237,15.99046574,47.48611146,54.78936277,62.92538843,73.13436319,103.8211993,135.1970214,166.5848258,197.9726302
685,-2.96329,54.94098,16.00936824,4.272900384,12.68902527,14.64056726,16.81463947,19.54263581,27.74263423,36.12674038,44.5140484,52.90135642
688,-2.96329,54.94098,0,0,0,0,0,0,0,0,0,0
691,-1.29181,54.70032,13.86984538,3.701861733,10.99323945,12.6839736,14.56749861,16.93092026,24.03505506,31.29869309,38.56510509,45.83151708
694,-2.80145,55.43316389,5.39967392,1.441172969,4.279781549,4.9380018,5.671277518,6.591381954,9.357094936,12.18490417,15.01379333,17.8426825
697,-1.40144,54.80584,36.72446403,9.801759449,29.10781019,33.58452235,38.57170457,44.82955324,63.63982371,82.87242553,102.1123722,121.3523189
700,-1.40144,54.80584,0,0,0,0,0,0,0,0,0,0
703,-4.701,56.0199,9.741915156,2.600117155,7.721441952,8.90898141,10.23193349,11.89195583,16.88176477,21.98360574,27.08739509,32.19118444
706,-2.89003,54.03179,21.71759728,5.796426714,17.2133676,19.86074271,22.80999242,26.510671,37.63442433,49.00793002,60.38577924,71.76362845
709,-0.114122222,51.56123611,6.580877312,1.756436155,5.216003358,6.018212302,6.911895441,8.033276935,11.40400229,14.85040774,18.29812937,21.74585099
712,-0.79259,53.22812,27.37178547,7.305529543,21.69487717,25.03149782,28.74858628,33.41273853,47.43256705,61.7671711,76.10724951,90.44732792
715,-3.13222,51.20592,24.25301707,6.473130256,19.22294133,22.17938411,25.47294383,29.60565794,42.02805328,54.72935832,67.43551397,80.14166961
718,-4.890380556,55.71974167,27.28291656,7.281810431,21.62443967,24.9502272,28.65524727,33.30425625,47.27856611,61.56662952,75.86014951,90.1536695
721,-0.22901,53.63371,14.34610101,3.82897436,11.37071966,13.11950937,15.06770989,17.5122855,24.86035844,32.37341154,39.88933386,47.40525618
724,-4.8635,55.7432,16.29280436,4.348549484,12.91367674,14.89976959,17.11233242,19.88862628,28.23380068,36.76634232,45.30214253,53.83794273
727,-4.8854,55.7214,30.25882695,8.076080914,23.98314624,27.67169725,31.78084595,36.93695006,52.43552123,68.2820689,84.13466835,99.98726779
730,0.154817,51.432936,14.67741407,3.917401815,11.63331839,13.42249517,15.415688,17.91671936,25.43449084,33.12105259,40.81054982,48.50004705
734,-2.67142,54.29744,17.83031296,4.758910529,14.13230605,16.3058212,18.7271777,21.76546303,30.89814933,40.23588422,49.57718518,58.91848614
737,-3.030982,51.54787,6.242406507,1.666098297,4.947731397,5.70868075,6.556399554,7.620105623,10.81746624,14.08661452,17.35701129,20.62740806
740,-4.899538,50.395883,81.13410697,21.65469315,64.30689318,74.19714082,85.21515255,99.04040437,140.597294,183.0872258,225.5933844,268.0995431
743,-4.7694,57.0717,2.240026809,0.597863155,1.775445249,2.048504517,2.352700158,2.734400726,3.881742458,5.054844498,6.228394543,7.401944589
746,-3.38952,56.04215,11.99258272,3.200820328,9.505321064,10.9672169,12.59580963,14.63934573,20.7819466,27.06246217,33.34537625,39.62829034
749,-4.200711111,57.44839722,3.453945191,0.921857971,2.737596958,3.158632877,3.627678634,4.216230895,5.985341622,7.794172718,9.603694604,11.41321649
752,-4.724680556,56.32387778,0,0,0,0,0,0,0,0,0,0
755,-2.48042,51.57009,13.9102321,3.712640947,11.02524996,12.72090725,14.60991677,16.98022032,24.1050412,31.38982975,38.67740035,45.96497094
758,-2.5097,52.63305833,17.71860967,4.729096921,14.04377002,16.20366854,18.60985574,21.62910682,30.7045787,39.98381458,49.26659419,58.5493738
762,-0.497217,51.542852,16.26994771,4.342449045,12.89556056,14.87886718,17.08832608,19.86072517,28.19419239,36.71476401,45.23858962,53.76241523
765,-0.497217,51.542852,0,0,0,0,0,0,0,0,0,0
768,-4.5041,55.8443,13.12897271,3.504122815,10.40602377,12.00644554,13.78936003,16.02653698,22.7511968,29.62683981,36.50510861,43.38337741
771,-1.457899,53.329656,4.642270905,1.239022104,3.679463919,4.245356742,4.875777131,5.666820093,8.044591251,10.47574852,12.90783425,15.33991998
774,-3.1634,55.8905,2.750875466,0.734208662,2.180343895,2.515675614,2.889244502,3.357993682,4.766992096,6.207625578,7.648809235,9.089992891
777,-0.75792,53.59722,35.76121758,9.544668973,28.34434106,32.70363348,37.56000683,43.6537183,61.97061395,80.69876359,99.43406549,118.1693674
781,-2.358225,53.53814,14.28855514,3.813615368,11.32510881,13.06688368,15.00726947,17.44203927,24.76063721,32.24355354,39.72932758,47.21510162
784,-2.358225,53.53814,0,0,0,0,0,0,0,0,0,0
787,-2.938605556,57.54029722,25.66905972,6.851072039,20.34529673,23.47435511,26.96021342,31.3342212,44.48191359,57.92480016,71.37282055,84.82084094
790,-2.938605556,57.54029722,0,0,0,0,0,0,0,0,0,0
793,0.73969,51.3691,36.22026787,9.667189495,28.70818432,33.12343497,38.04214735,44.21408099,62.7661022,81.73465648,100.7104548,119.6862532
796,-4.1805,55.1608,4.115344611,1.098385477,3.261822139,3.763482647,4.322346445,5.023601167,7.131480677,9.28668665,11.44271569,13.59874473
799,-2.84747,53.47003,6.610159769,1.764251642,5.239212633,6.044991109,6.942650806,8.06902203,11.45474586,14.91648654,18.37954924,21.84261194
802,-4.3099,55.9033,5.28732472,1.411186968,4.190733573,4.835258457,5.553277154,6.454237286,9.162405007,11.93137696,14.70140638,17.47143581
805,-4.3245,56.4754,9.373971536,2.501913003,7.429809839,8.57249697,9.845482304,11.44280705,16.24415527,21.15330417,26.06432786,30.97535154
809,-4.4121,55.9047,7.96261015,2.125220649,6.311164805,7.281806982,8.363129441,9.71995821,13.79840713,17.96842607,22.14003752,26.31164898
812,-4.768913889,55.04847778,53.34919166,14.23889925,42.28456931,48.78783578,56.032656,65.12335826,92.44881423,120.3877859,148.3374274,176.2870689
815,-4.95435,56.714672,8.319543623,2.220486193,6.594070275,7.608222643,8.738016667,10.1556669,14.41693714,18.77388214,23.13249104,27.49109995
819,-4.456,55.5796,20.05794132,5.353464537,15.89792429,18.34298733,21.06685576,24.48472896,34.75840651,45.26275037,55.77110583,66.27946128
822,-4.456,55.5796,0,0,0,0,0,0,0,0,0,0
825,-4.487,55.5931,10.71587054,2.860065846,8.493398986,9.799663604,11.25487882,13.08086316,18.56953205,24.18143345,29.79547802,35.4095226
828,-4.6781,55.664,6.307651786,1.683512262,4.999444805,5.768347558,6.62492667,7.699750535,10.93052978,14.23384702,17.53842579,20.84300456
831,0.59879,51.41818,16.86577176,4.501474482,13.36781069,15.42374827,17.71412008,20.58804758,29.22669588,38.05930054,46.89527837,55.73125619
834,-2.380830556,57.21882222,13.02631306,3.476722957,10.32465573,11.9125633,13.68153661,15.90122036,22.57329791,29.39517806,36.21966347,43.04414889
837,-2.380830556,57.21882222,0,0,0,0,0,0,0,0,0,0
840,-4.513,57.46259,4.758708338,1.270099255,3.771752228,4.351838775,4.998071367,5.808955268,8.246365678,10.73850123,13.23158853,15.72467583
843,-1.59684,53.80583,23.31200691,6.221974644,18.47709668,21.31883032,24.48460086,28.45696683,40.39737677,52.60587479,64.81903521,77.03219563
846,-2.013277,52.431688,18.13538421,4.840334044,14.37410552,16.58480886,19.04759403,22.1378635,31.42680729,40.924308,50.42543578,59.92656357
849,-1.486459,54.034771,27.27424192,7.279495168,21.61756414,24.94229423,28.64613629,33.29366711,47.26353382,61.54705431,75.83602965,90.12500499
852,-4.2462,57.4236,2.504226068,0.668377938,1.984849582,2.290114739,2.630188639,3.056908761,4.339573353,5.651036545,6.963000582,8.274964619
855,-4.08775,55.63869444,19.65136103,5.244948258,15.57566875,17.97116966,20.63982449,23.9884164,34.05384352,44.34526129,54.64060933,64.93595737
858,-1.132965,54.565917,40.99260486,10.94092624,32.49073861,37.48773715,43.05453289,50.03967275,71.03608496,92.50391213,113.9799378,135.4559635
861,-1.132965,54.565917,0,0,0,0,0,0,0,0,0,0
864,-4.395,58.0081,2.838898457,0.757701998,2.250110917,2.596172639,2.981695049,3.465443346,4.919527136,6.406258258,7.893557159,9.380856061
867,-0.470513,51.423919,15.06696126,4.021371961,11.9420735,13.77873608,15.82482941,18.39223961,26.10953717,34.00010479,41.89368579,49.7872668
870,-4.2421,50.44432,55.75632665,14.88136358,44.1924645,50.98916072,58.56086988,68.06174794,96.62013845,125.8197267,155.0304663,184.2412058
873,-3.05219,53.02752,30.18596914,8.056635163,23.92539914,27.60506878,31.70432339,36.84801253,52.30926592,68.11765796,83.93208719,99.74651642
876,1.6079,52.2075,48.70913348,13.00046773,38.60685919,44.54450257,51.15920289,59.45923924,84.4080574,109.9170306,135.4357456,160.9544607
879,-2.9972,56.2078,18.33694784,4.894131377,14.53386485,16.7691388,19.25929631,22.38391222,31.7760969,41.37915649,50.98588346,60.59261043
882,-3.5019,55.905,17.82831692,4.758377786,14.13072399,16.30399583,18.72508126,21.76302647,30.89469039,40.23137997,49.5716352,58.91189044
885,-3.8263,55.6713,20.52813769,5.478959948,16.27060193,18.77298191,21.56070301,25.05869767,35.5732098,46.3237955,57.07848683,67.83317817
888,-2.92394,53.418938,12.90037182,3.443109239,10.2248347,11.79739003,13.54926052,15.74748388,22.35505433,29.11097905,35.86948384,42.62798864
892,0.23863,51.46518,14.08676114,3.759756548,11.16516688,12.88234306,14.79532522,17.19570932,24.41094838,31.78818519,39.16823935,46.54829351
895,-4.2751,57.9495,13.63821919,3.640040702,10.80965253,12.47215145,14.32422162,16.64817417,23.63367004,30.77600543,37.92106846,45.0661315
898,-4.3595,56.4826,7.075762841,1.888521102,5.608249628,6.470785118,7.431673712,8.6373837,12.26158943,15.96716643,19.67415858,23.38115073
901,-1.04115,50.91702,29.08869481,7.763772644,23.0556995,26.6016114,30.55185616,35.50856975,50.40779923,65.6415487,80.88111591,96.12068312
904,-4.689219,57.57551389,20.20707486,5.393268281,16.01612754,18.47936996,21.22349073,24.66677629,35.01684003,45.59928514,56.18577166,66.77225818
907,-2.865,56.6544,22.58700275,6.028471035,17.90245838,20.65581402,23.72312899,27.57195426,39.14101707,50.96983041,62.80316116,74.6364919
910,-3.017,56.481063,6.046656393,1.613852591,4.792579857,5.529667271,6.35080321,7.381153459,10.47825086,13.64488482,16.8127281,19.98057138
913,-2.12055,53.26858,21.45541151,5.726449332,17.00555916,19.62097382,22.53461871,26.19062083,37.1800826,48.41628161,59.6567717,70.89726179
916,-2.12055,53.26858,0,0,0,0,0,0,0,0,0,0
919,-2.491,57.6594,19.48613205,5.200848645,15.44470827,17.82006776,20.4662845,23.7867214,33.76751824,43.97240559,54.18119018,64.38997476
922,-3.75412,51.56326,24.80321692,6.619978595,19.65902973,22.68254187,26.05081873,30.27728689,42.9814946,55.9709393,68.96534464,81.95974998
926,-4.7672,55.137372,9.187111165,2.45203997,7.281704309,8.401613161,9.649222857,11.2147066,15.92034494,20.73163506,25.54476259,30.35789013
929,-1.89484,50.84717,22.58365931,6.027578669,17.89980837,20.65275644,23.71961737,27.56787292,39.13522322,50.9622856,62.79386471,74.62544382
932,-4.685316667,55.34214722,23.34993095,6.232096571,18.50715527,21.35351185,24.52443248,28.50326071,40.46309534,52.69145418,64.92448301,77.15751183
935,-4.533816667,57.0323389,11.69982468,3.122683208,9.273281045,10.69948967,12.28832587,14.28197599,20.2746262,26.40182438,32.53136253,38.66090069
939,-2.14943,51.39294,24.56690096,6.556905867,19.4717257,22.46643093,25.80261608,29.98881601,42.57198268,55.43766871,68.30826813,81.17886754
942,-3.808797,55.51610278,14.86269911,3.966854392,11.78017531,13.59193833,15.61029287,18.1428968,25.75557128,33.53916681,41.32573487,49.11230293
945,-2.917,56.4686,12.19704694,3.255391829,9.667379407,11.15419943,12.8105584,14.8889352,21.13626265,27.52385613,33.91388903,40.30392192
948,-0.20891,51.61765,6.591014609,1.759141799,5.224038179,6.02748286,6.922542643,8.045651533,11.42156922,14.87328357,18.32631612,21.77934867
951,-4.832,57.134,2.396994301,0.639757779,1.899857683,2.192051289,2.517563115,2.926010944,4.153751425,5.409057341,6.664842655,7.92062797
954,-2.00284,51.60704,8.036550054,2.144955209,6.369769573,7.349425024,8.440788522,9.810216651,13.92653759,18.13527885,22.34562743,26.555976
957,-3.481558333,55.33251944,40.81768504,10.89424014,32.35209716,37.32777297,42.8708146,49.82614813,70.73296641,92.10918806,113.4935733,134.8779585
960,-3.481558333,55.33251944,0,0,0,0,0,0,0,0,0,0
963,-1.26726,53.75722,18.39527552,4.909699035,14.58009537,16.82247946,19.32055787,22.45511282,31.87717294,41.51077873,51.14806357,60.78534841
966,-3.293,56.1059,7.612072172,2.031662063,6.033328404,6.961240001,7.994959402,9.2920565,13.19095987,17.17740206,21.16536667,25.15333129
969,-3.293,56.1059,14.58610626,3.893031761,11.56094782,13.33899418,15.31978741,17.80525991,25.27626354,32.91500739,40.55666846,48.19832953
972,-3.293,56.1059,0,0,0,0,0,0,0,0,0,0
975,-4.797369444,57.62865556,25.7912916,6.883695729,20.44217773,23.58613617,27.08859357,31.48342966,44.69372922,58.20062863,71.7126863,85.22474398
978,-3.424525,58.4460195,23.78599623,6.348482393,18.85278061,21.75229355,24.98243184,29.0355656,41.21875286,53.67547909,66.13696251,78.59844594
981,-3.8445,57.574,6.368828341,1.699840284,5.047933343,5.824293518,6.689180407,7.774428756,11.03654263,14.37189804,17.7085272,21.04515637
984,-5.203,56.3348,3.405591376,0.908952338,2.699271724,3.114413313,3.576892622,4.157205392,5.901549295,7.685057499,9.46924682,11.25343614
987,-3.936,55.8213,2.918299331,0.778894091,2.31304405,2.668784738,3.065089787,3.562367993,5.05712091,6.58543427,8.114331289,9.643228309
990,-1.850622,52.507106,14.4262607,3.85036898,11.43425423,13.19281541,15.15190161,17.61013643,24.99926716,32.55429989,40.11221787,47.67013585
993,-4.216877778,55.37797222,21.26553596,5.675771547,16.8550638,19.44733263,22.33519241,25.95883974,36.85104726,47.98780844,59.12882273,70.26983701
996,-1.48769,53.40657,4.721049948,1.260048231,3.741904189,4.317400177,4.95851876,5.762985671,8.181107455,10.65352131,13.12687938,15.60023745
999,-1.48769,53.40657,0,0,0,0,0,0,0,0,0,0
1002,-4.4742,55.8078,19.54945343,5.21774912,15.49489679,17.87797516,20.53279093,23.8640178,33.87724784,44.1152966,54.35725525,64.5992139
1006,-4.4742,55.8078,0,0,0,0,0,0,0,0,0,0
1009,-4.491,54.9484,20.50851136,5.473721681,16.2550461,18.75503364,21.54008948,25.03473981,35.53919933,46.27950673,57.02391583,67.76832492
1013,-0.059781,51.484971,8.157930406,2.177351625,6.46597564,7.460427356,8.568274305,9.958385646,14.1368776,18.40918575,22.68312549,26.95706523
1016,0.329733333,51.42790556,14.91494984,3.980800114,11.82158925,13.63972163,15.66517182,18.20667928,25.84611659,33.65707582,41.47101804,49.28496027
1019,-0.410641,51.499547,13.17090565,3.515314718,10.43925982,12.04479322,13.83340221,16.07772453,22.8238624,29.72146569,36.62170316,43.52194063
1022,0.44934,50.88088,25.63271728,6.841372242,20.31649172,23.44111995,26.92204296,31.28985798,44.41893577,57.84278981,71.2717704,84.70075098
1025,-1.471621,53.348845,4.254920472,1.135638274,3.372449966,3.891124772,4.468942972,5.19398142,7.373351686,9.601653537,11.83080637,14.05995921
1028,1.27176,52.57327,80.14138631,21.38973601,63.52006279,73.28929778,84.17249804,97.82859027,138.8770083,180.8470523,222.8331246,264.8191969
1031,-1.364747222,54.59265,18.56987096,4.956298559,14.71847972,16.98214699,19.50393547,22.66824148,32.17972939,41.90477081,51.6335262,61.3622816
1034,-1.364747222,54.59265,0,0,0,0,0,0,0,0,0,0
1037,-1.48607,50.94158,23.8614008,6.368607874,18.91254628,21.82125103,25.06162926,29.12761196,41.34942145,53.84563705,66.34662493,78.84761281
1040,-2.02945,52.54205,6.449700136,1.721424966,5.112032328,5.898250775,6.774120053,7.873148957,11.17668537,14.55439333,17.93339123,21.31238913
1043,-1.45761,54.88123,15.3082714,4.085777636,12.13333591,13.99941419,16.07827745,18.68680689,26.5277035,34.54464523,42.56464862,50.584652
1046,-2.02352,52.4989,10.86997231,2.90119561,8.615540055,9.94058968,11.41673192,13.2689752,18.83657502,24.52917952,30.22395801,35.91873651
1049,-2.02352,52.4989,0,0,0,0,0,0,0,0,0,0
1053,-4.664078,57.515278,15.70700643,4.192200016,12.4493733,14.36405738,16.49706885,19.17354275,27.21867144,35.44443071,43.67333138,51.90223204
1056,-1.02412,53.95723,19.26080981,5.140710139,15.26611786,17.61401057,20.22962855,23.51167054,33.37705732,43.46394342,53.55468168,63.64541994
1059,-2.327573,53.795169,24.80470513,6.6203758,19.66020929,22.68390285,26.0523818,30.27910356,42.98407353,55.97429761,68.96948263,81.96466765
1062,-4.4107,55.8391,5.412929634,1.444710919,4.290288028,4.950124151,5.685199995,6.607563205,9.380065763,12.21481701,15.05065085,17.88648468
1065,-4.3161,55.8695,10.41467717,2.779677336,8.254673122,9.524222269,10.93853543,12.71319642,18.04759406,23.50176049,28.95800986,34.41425923
1068,-1.799480556,57.47379722,14.72673289,3.930565009,11.67240849,13.46759723,15.46748756,17.97692284,25.51995543,33.23234545,40.94768081,48.66301617
1071,-1.799480556,57.47379722,0,0,0,0,0,0,0,0,0,0
1074,-1.80598,57.50854,7.117277788,1.899601442,5.641154375,6.508750537,7.475276861,8.688060996,12.33353068,16.06084906,19.78959089,23.51833272
1077,0.11938,51.93501,12.90193932,3.443527604,10.2260771,11.79882351,13.55090687,15.74939733,22.35777065,29.11451627,35.87384228,42.63316829
1080,-4.98996,51.68226,75.04519961,20.02956378,59.48082521,68.62883505,78.81997315,91.60767517,130.0458264,169.3469974,208.6631775,247.9793576
1083,-2.2094,52.55625,20.2857848,5.414275963,16.07851303,18.5513502,21.30615978,24.76285751,35.15323648,45.77690198,56.40462464,67.03234729
1086,-2.2094,52.55625,0,0,0,0,0,0,0,0,0,0
1089,-4.158325,53.18855,39.69657521,10.59501592,31.46350551,36.30251803,41.69331295,48.45760936,68.79019519,89.57929163,110.3763274,131.1733631
1092,-2.1384,57.1741,9.108167292,2.43096985,7.219133396,8.329418989,9.566308107,11.11833981,15.7835431,20.55349031,25.32525916,30.097028
1095,-2.1384,57.1741,0,0,0,0,0,0,0,0,0,0
1098,-2.757246,53.745285,15.82152209,4.222764247,12.54013841,14.46878195,16.61734465,19.31333202,27.41711564,35.70284676,43.99174218,52.28063761
1102,-2.757246,53.745285,0,0,0,0,0,0,0,0,0,0
1105,-1.443463,53.400836,3.845303449,1.02631149,3.047787513,3.516530004,4.038722212,4.69396192,6.663526346,8.677311762,10.69186624,12.70642072
1108,-3.1225,55.9523,22.97385426,6.131721702,18.20907689,21.00958972,24.12943913,28.0441839,39.81139205,51.84279952,63.87880177,75.91480402
1111,-1.13288,53.97442,19.53850927,5.214828125,15.48622245,17.86796673,20.52129629,23.85065827,33.85828272,44.09060003,54.32682503,64.56305004
1114,-5.35,56.026,8.261420293,2.204973076,6.548001724,7.555068858,8.676969733,10.08471575,14.31621523,18.64272103,22.97087912,27.29903722
1117,-4.2538,55.8731,17.18025439,4.585409897,13.61706963,15.71134264,18.04442119,20.97193654,29.77166284,38.76896206,47.76969734,56.77043261
1120,-3.687646,51.536079,21.61455079,5.768923605,17.13169295,19.76650669,22.70176269,26.38488214,37.45585506,48.7753953,60.09925846,71.42312162
1123,-5.1196,57.0616,8.729084466,2.329792644,6.918672348,7.982747744,9.168157415,10.65559341,15.12663047,19.69805201,24.27121936,28.84438671
1126,-2.738653,53.421282,3.982758785,1.06299832,3.156734613,3.642232909,4.183091552,4.861753649,6.901722699,8.987493475,11.0740608,13.16062813
1129,-4.401205556,56.69321111,16.14052279,4.307905533,12.79297836,14.76050809,16.95239109,19.70273617,27.96991194,36.42270373,44.87872362,53.33474351
1132,-3.226676,51.808369,20.74803905,5.537651624,16.44489575,18.97408172,21.79166542,25.32713127,35.95427688,46.82002493,57.68992259,68.55982025
1136,-1.25579,52.86335,20.89235847,5.576170477,16.55928333,19.10606182,21.94324411,25.50330199,36.204368,47.14569613,58.09120274,69.03670934
1139,0.59611,51.58756,19.04658331,5.083533086,15.09632193,17.41810044,20.00462645,23.25016425,33.00582422,42.9805199,52.9590249,62.93752989
1142,0.042985,51.5886,7.279548028,1.942911369,5.769769767,6.657146672,7.645709294,8.886144278,12.61472878,16.42702808,20.24078329,24.0545385
1145,-3.148,56.1453,14.73504292,3.932782954,11.67899501,13.47519675,15.47621557,17.98706689,25.53435587,33.25109784,40.97078683,48.69047581
1148,-2.0916,57.1084,7.763383644,2.072047095,6.153257877,7.099614343,8.153881842,9.476762415,13.45316752,17.51885153,21.58608822,25.65332491
1151,1.3462,51.3094,49.79093588,13.28920079,39.46429578,45.53381086,52.29541995,60.77979543,86.28271278,112.3582259,138.4436972,164.5291685
1154,-2.216111,53.622162,28.676878,7.653858739,22.72929351,26.22500493,30.11932497,35.00586498,49.69416189,64.7122429,79.73605929,94.75987567
1157,-2.216111,53.622162,0,0,0,0,0,0,0,0,0,0
1160,-2.723429,53.315031,6.075273838,1.621490587,4.815262044,5.555837925,6.380860112,7.416086774,10.52784203,13.70946294,16.89229891,20.07513487
1163,-1.914824,52.756607,3.369895717,0.899425167,2.670979345,3.081769633,3.539401472,4.113631702,5.839692288,7.604506675,9.369995041,11.13548341
1166,0.010013,51.758668,14.51963996,3.875291906,11.50826663,13.27821074,15.24997785,17.7241245,25.16108409,32.76501954,40.37185891,47.97869829
1169,-4.7938,55.646,14.81166744,3.95323404,11.73972761,13.54526988,15.55669431,18.08060245,25.66713851,33.42400875,41.18384132,48.9436739
1172,-0.23807,53.742347,41.75291432,11.14385283,33.09335989,38.18304015,43.85308592,50.96778252,72.35362523,94.21962647,116.0939783,137.9683301
1175,-1.238354,54.606092,17.28647474,4.613760107,13.70125988,15.80848115,18.15598441,21.10159971,29.95573207,39.00865889,48.065043,57.12142712
1178,-4.25,55.8,12.77612957,3.409948981,10.12636029,11.68377049,13.41876888,15.59582136,22.13975493,28.83061398,35.52402826,42.21744254
1181,-2.670016,51.53703,6.860111011,1.830963629,5.437323988,6.27357152,7.205174595,8.374137511,11.88788637,15.48052651,19.07453867,22.66855083
1184,0.9755,51.1052,32.01176044,8.543938862,25.37252133,29.27475492,33.62195199,39.07675597,55.47317967,72.23773861,89.00869991,105.7796612
1187,-1.8487,57.574077,7.343626609,1.960013942,5.820558451,6.715746534,7.713011028,8.964365002,12.72577055,16.57162781,20.41895379,24.26627977
1190,-1.8494,57.58328,8.811753352,2.35185697,6.984195707,8.05834844,9.254984545,10.75650732,15.26988738,19.88460261,24.50108019,29.11755778
1193,-4.1192,56.3941,4.294866885,1.146299972,3.404111493,3.927655766,4.510898689,5.242744006,7.442574825,9.691796613,11.94187737,14.19195813
1196,-1.47706,53.37526,3.069583726,0.819271896,2.432952061,2.807134317,3.223983787,3.747040854,5.319281639,6.926822636,8.53497755,10.14313246
1200,-4.413444,57.943086,12.0808174,3.224370165,9.575255873,11.04790751,12.68848252,14.7470538,20.93484848,27.26157255,33.59071279,39.91985302
1203,-2.692423,52.708557,14.41147451,3.846422548,11.4225347,13.17929344,15.13637168,17.59208694,24.97364419,32.52093339,40.07110489,47.62127638
1206,-3.1849,55.9653,19.64078416,5.242125292,15.56728553,17.96149711,20.6287156,23.97550522,34.03551487,44.32139354,54.61120036,64.90100718
1209,-3.3,55.9257,5.501399951,1.468323647,4.360409601,5.031030255,5.778120369,6.71555892,9.533375975,12.41445913,15.29664256,18.178826
1212,1.618617,52.215035,81.3564846,21.71404574,64.4831497,74.40050517,85.44871578,99.31186075,140.9826522,183.5890432,226.2117054,268.8343677
1216,-0.171495,51.527105,17.99819658,4.803718667,14.26537061,16.45935077,18.90350587,21.97039856,31.18907485,40.6147304,50.04398559,59.47324077
1221,-0.171495,51.527105,0,0,0,0,0,0,0,0,0,0
1224,-1.494575,53.777704,13.07758402,3.490407176,10.3652931,11.95945059,13.7353865,15.96380682,22.66214535,29.51087611,36.36222237,43.21356864
1227,-4.704,56.2464,12.0365311,3.212550151,9.540154553,11.00740769,12.64196862,14.69299352,20.85810475,27.16163609,33.46757473,39.77351338
1230,-2.275361,53.421151,5.568768001,1.486304179,4.413805517,5.092638337,5.848877031,6.797795099,9.650118069,12.56648187,15.48395943,18.40143698
1233,-3.0339,55.9078,41.17894025,10.99065915,32.63842804,37.65814086,43.25024095,50.26713237,71.35898556,92.92439657,114.4980434,136.0716902
1236,-3.0339,55.9078,0,0,0,0,0,0,0,0,0,0
1239,-4.8113,55.9355,15.4603333,4.126362958,12.25386017,14.1384748,16.23798806,18.87242886,26.79121158,34.88778812,42.98745674,51.08712536
1242,-1.55633,54.70558,16.38547167,4.373282388,12.98712484,14.98451384,17.20966089,20.00174527,28.39438385,36.97545537,45.55980398,54.14415258
1245,-3.451578,58.479367,21.22617823,5.66526697,16.82386887,19.41133999,22.293855,25.91079577,36.78284426,47.89899379,59.01938857,70.13978334
1248,-1.449522,54.973534,24.32957966,6.493564813,19.28362484,22.2494006,25.55335752,29.6991179,42.1607286,54.90212947,67.64839626,80.39466304
